,,"Deaths per 1 000 live births","Deaths per 1 000 live births","Deaths per 1 000 live births"
"Sepsis and other infectious conditions of the newborn","2013","1.1","0","1.1"
"Sepsis and other infectious conditions of the newborn","2012","1.2","0","1.2"
"Sepsis and other infectious conditions of the newborn","2011","1.2","0","1.2"
"Sepsis and other infectious conditions of the newborn","2010","1.2","0","1.2"
"Sepsis and other infectious conditions of the newborn","2009","1.1","0","1.1"
"Sepsis and other infectious conditions of the newborn","2008","1.1","0","1.1"
"Sepsis and other infectious conditions of the newborn","2007","1.1","0","1.1"
"Sepsis and other infectious conditions of the newborn","2006","1.1","0","1.1"
"Sepsis and other infectious conditions of the newborn","2005","1.1","0","1.1"
"Sepsis and other infectious conditions of the newborn","2004","1.2","0","1.2"
"Sepsis and other infectious conditions of the newborn","2003","1.3","0","1.3"
"Sepsis and other infectious conditions of the newborn","2002","1.3","0","1.3"
"Sepsis and other infectious conditions of the newborn","2001","1.1","0","1.1"
"Sepsis and other infectious conditions of the newborn","2000","1.6","0","1.6"
"Other communicable, perinatal and nutritional conditions","2015","1","1.2","2.2"
"Other communicable, perinatal and nutritional conditions","2014","1","1.3","2.3"
"Other communicable, perinatal and nutritional conditions","2013","1.1","1","2"
"Other communicable, perinatal and nutritional conditions","2012","1.1","1","2.1"
"Other communicable, perinatal and nutritional conditions","2011","1.1","0.8","2"
"Other communicable, perinatal and nutritional conditions","2010","1.2","0.4","1.6"
"Other communicable, perinatal and nutritional conditions","2009","1.2","0.3","1.5"
"Other communicable, perinatal and nutritional conditions","2008","1.3","0.2","1.5"
"Other communicable, perinatal and nutritional conditions","2007","1.3","0.2","1.5"
"Other communicable, perinatal and nutritional conditions","2006","1.3","0","1.3"
"Other communicable, perinatal and nutritional conditions","2005","1.4","0","1.4"
"Other communicable, perinatal and nutritional conditions","2004","1.5","0","1.5"
"Other communicable, perinatal and nutritional conditions","2003","1.7","0","1.7"
"Other communicable, perinatal and nutritional conditions","2002","1.8","0","1.8"
"Other communicable, perinatal and nutritional conditions","2001","2","0","2"
"Other communicable, perinatal and nutritional conditions","2000","2.2","0","2.2"
"Congenital anomalies","2015","2.5","2.6","5.1"
"Congenital anomalies","2014","2.5","2.7","5.2"
"Congenital anomalies","2013","2.5","2.7","5.2"
"Congenital anomalies","2012","2.6","2.7","5.3"
"Congenital anomalies","2011","2.6","2.7","5.3"
"Congenital anomalies","2010","2.6","2.6","5.2"
"Congenital anomalies","2009","2.6","2.6","5.3"
"Congenital anomalies","2008","2.6","2.6","5.3"
"Congenital anomalies","2007","2.6","2.6","5.2"
"Congenital anomalies","2006","2.6","2.5","5.1"
"Congenital anomalies","2005","2.6","2.5","5"
"Congenital anomalies","2004","2.5","2.4","4.9"
"Congenital anomalies","2003","2.5","2.4","4.9"
"Congenital anomalies","2002","2.5","2.4","4.9"
"Congenital anomalies","2001","2.5","2.5","5"
"Congenital anomalies","2000","2.5","2.6","5.1"
"Other noncommunicable diseases","2015","0","2.3","2.3"
"Other noncommunicable diseases","2014","0","2.3","2.3"
"Other noncommunicable diseases","2013","0","2.4","2.4"
"Other noncommunicable diseases","2012","0","2.3","2.4"
"Other noncommunicable diseases","2011","0","2.3","2.4"
"Other noncommunicable diseases","2010","0","2.5","2.6"
"Other noncommunicable diseases","2009","0","2.5","2.5"
"Other noncommunicable diseases","2008","0","2.5","2.5"
"Other noncommunicable diseases","2007","0","2.4","2.5"
"Other noncommunicable diseases","2006","0","2.4","2.4"
"Other noncommunicable diseases","2005","0","2.3","2.3"
"Other noncommunicable diseases","2004","0","2.2","2.2"
"Other noncommunicable diseases","2003","0","2.2","2.2"
"Other noncommunicable diseases","2002","0","2.3","2.3"
"Other noncommunicable diseases","2001","0","2.4","2.4"
"Other noncommunicable diseases","2000","0","2.5","2.5"
"Injuries","2015","0.1","1.1","1.2"
"Injuries","2014","0.1","1.1","1.2"
"Injuries","2013","0.1","1.1","1.2"
"Injuries","2012","0.1","1.1","1.2"
"Injuries","2011","0.1","1.1","1.2"
"Injuries","2010","0.2","1.2","1.3"
"Injuries","2009","0.2","1.2","1.3"
"Injuries","2008","0.2","1.2","1.3"
"Injuries","2007","0.1","1.1","1.3"
"Injuries","2006","0.1","1.1","1.2"
"Injuries","2005","0.1","1","1.1"
"Injuries","2004","0.1","0.9","1.1"
"Injuries","2003","0.1","0.9","1.1"
"Injuries","2002","0.1","0.9","1.1"
"Injuries","2001","0.2","1","1.1"
"Injuries","2000","0.2","1.1","1.3"
