,,"Deaths per 1 000 live births","Deaths per 1 000 live births","Deaths per 1 000 live births"
"Acute lower respiratory infections","2007","2.1","16","18.1"
"Acute lower respiratory infections","2006","2.1","16.4","18.5"
"Acute lower respiratory infections","2005","2.2","17.7","19.9"
"Acute lower respiratory infections","2004","2.2","19.5","21.7"
"Acute lower respiratory infections","2003","2.3","20.3","22.6"
"Acute lower respiratory infections","2002","2.4","21.1","23.5"
"Acute lower respiratory infections","2001","2.4","21.8","24.2"
"Acute lower respiratory infections","2000","2.5","22.8","25.3"
"Prematurity","2015","10.7","2","12.7"
"Prematurity","2014","10.8","2","12.8"
"Prematurity","2013","10.9","2","13"
"Prematurity","2012","11","2.1","13"
"Prematurity","2011","11.1","2","13.1"
"Prematurity","2010","11.1","2","13.1"
"Prematurity","2009","11.2","1.9","13.2"
"Prematurity","2008","11.3","1.9","13.2"
"Prematurity","2007","11.3","1.9","13.2"
"Prematurity","2006","11.3","1.9","13.2"
"Prematurity","2005","11.5","1.8","13.3"
"Prematurity","2004","11.8","1.8","13.6"
"Prematurity","2003","12.2","1.9","14.1"
"Prematurity","2002","12.7","1.9","14.6"
"Prematurity","2001","12.9","2","14.9"
"Prematurity","2000","13.1","2.1","15.2"
"Birth asphyxia and birth trauma","2015","8.2","1.1","9.3"
"Birth asphyxia and birth trauma","2014","8.4","1.1","9.5"
"Birth asphyxia and birth trauma","2013","8.5","1.1","9.6"
"Birth asphyxia and birth trauma","2012","8.6","1.2","9.8"
"Birth asphyxia and birth trauma","2011","8.7","1.1","9.9"
"Birth asphyxia and birth trauma","2010","8.8","1.1","9.9"
"Birth asphyxia and birth trauma","2009","8.9","1.1","9.9"
"Birth asphyxia and birth trauma","2008","9","1.1","10"
"Birth asphyxia and birth trauma","2007","9.1","1","10.1"
"Birth asphyxia and birth trauma","2006","9.3","1","10.4"
"Birth asphyxia and birth trauma","2005","9.6","1","10.5"
"Birth asphyxia and birth trauma","2004","9.8","1","10.7"
"Birth asphyxia and birth trauma","2003","10","1","11"
"Birth asphyxia and birth trauma","2002","10.2","1","11.2"
"Birth asphyxia and birth trauma","2001","10.4","1.1","11.5"
"Birth asphyxia and birth trauma","2000","10.8","1.1","11.9"
"Sepsis and other infectious conditions of the newborn","2015","6.9","0","6.9"
"Sepsis and other infectious conditions of the newborn","2014","7","0","7"
"Sepsis and other infectious conditions of the newborn","2013","7.1","0","7.1"
"Sepsis and other infectious conditions of the newborn","2012","7.2","0","7.2"
"Sepsis and other infectious conditions of the newborn","2011","7.3","0","7.3"
"Sepsis and other infectious conditions of the newborn","2010","7.4","0","7.4"
"Sepsis and other infectious conditions of the newborn","2009","7.6","0","7.6"
"Sepsis and other infectious conditions of the newborn","2008","7.7","0","7.7"
"Sepsis and other infectious conditions of the newborn","2007","7.9","0","7.9"
"Sepsis and other infectious conditions of the newborn","2006","8","0","8"
"Sepsis and other infectious conditions of the newborn","2005","8","0","8"
"Sepsis and other infectious conditions of the newborn","2004","8","0","8"
"Sepsis and other infectious conditions of the newborn","2003","8","0","8"
"Sepsis and other infectious conditions of the newborn","2002","8","0","8"
"Sepsis and other infectious conditions of the newborn","2001","8.2","0","8.2"
"Sepsis and other infectious conditions of the newborn","2000","8.4","0","8.4"
"Other communicable, perinatal and nutritional conditions","2015","1.4","10.2","11.7"
"Other communicable, perinatal and nutritional conditions","2014","1.4","10.5","11.9"
"Other communicable, perinatal and nutritional conditions","2013","1.5","10.6","12.1"
"Other communicable, perinatal and nutritional conditions","2012","1.5","10.7","12.2"
"Other communicable, perinatal and nutritional conditions","2011","1.5","10.5","12"
"Other communicable, perinatal and nutritional conditions","2010","1.5","10.9","12.4"
"Other communicable, perinatal and nutritional conditions","2009","1.5","10.8","12.3"
"Other communicable, perinatal and nutritional conditions","2008","1.5","10.5","12"
"Other communicable, perinatal and nutritional conditions","2007","1.5","10.4","11.9"
"Other communicable, perinatal and nutritional conditions","2006","1.6","10.2","11.8"
"Other communicable, perinatal and nutritional conditions","2005","1.6","9.8","11.4"
"Other communicable, perinatal and nutritional conditions","2004","1.6","9.8","11.4"
"Other communicable, perinatal and nutritional conditions","2003","1.6","10.2","11.7"
"Other communicable, perinatal and nutritional conditions","2002","1.6","10.5","12.1"
"Other communicable, perinatal and nutritional conditions","2001","1.6","10.8","12.4"
"Other communicable, perinatal and nutritional conditions","2000","1.6","11.2","12.9"
"Congenital anomalies","2015","1.9","3.1","5"
"Congenital anomalies","2014","1.9","3.1","5"
"Congenital anomalies","2013","1.9","3.1","5"
"Congenital anomalies","2012","1.9","3.1","5"
"Congenital anomalies","2011","1.8","3.1","4.9"
"Congenital anomalies","2010","1.8","2.9","4.7"
"Congenital anomalies","2009","1.8","2.9","4.7"
"Congenital anomalies","2008","1.8","2.8","4.6"
"Congenital anomalies","2007","1.7","2.7","4.5"
"Congenital anomalies","2006","1.7","2.7","4.4"
"Congenital anomalies","2005","1.7","2.6","4.3"
"Congenital anomalies","2004","1.7","2.5","4.3"
"Congenital anomalies","2003","1.7","2.6","4.3"
"Congenital anomalies","2002","1.8","2.7","4.4"
"Congenital anomalies","2001","1.8","2.7","4.5"
"Congenital anomalies","2000","1.8","2.8","4.6"
"Other noncommunicable diseases","2015","0","4.8","4.9"
"Other noncommunicable diseases","2014","0","4.9","5"
"Other noncommunicable diseases","2013","0","5","5.1"
"Other noncommunicable diseases","2012","0","5","5.1"
"Other noncommunicable diseases","2011","0","4.9","4.9"
"Other noncommunicable diseases","2010","0","3.9","3.9"
"Other noncommunicable diseases","2009","0","3.8","3.9"
"Other noncommunicable diseases","2008","0","3.7","3.8"
"Other noncommunicable diseases","2007","0","3.7","3.7"
"Other noncommunicable diseases","2006","0","3.6","3.6"
"Other noncommunicable diseases","2005","0","3.5","3.5"
"Other noncommunicable diseases","2004","0","3.4","3.5"
"Other noncommunicable diseases","2003","0","3.6","3.6"
"Other noncommunicable diseases","2002","0","3.7","3.7"
"Other noncommunicable diseases","2001","0","3.8","3.8"
"Other noncommunicable diseases","2000","0","3.9","4"
"Injuries","2015","0.3","5.4","5.6"
"Injuries","2014","0.3","5.5","5.7"
"Injuries","2013","0.3","5.5","5.8"
"Injuries","2012","0.3","5.5","5.8"
"Injuries","2011","0.3","5.4","5.7"
"Injuries","2010","0.3","5.2","5.4"
"Injuries","2009","0.3","5.1","5.4"
"Injuries","2008","0.3","5","5.2"
"Injuries","2007","0.3","4.9","5.2"
"Injuries","2006","0.3","4.8","5.1"
"Injuries","2005","0.3","4.6","4.9"
"Injuries","2004","0.3","4.5","4.9"
"Injuries","2003","0.3","4.6","5"
"Injuries","2002","0.4","4.8","5.1"
"Injuries","2001","0.4","4.8","5.2"
"Injuries","2000","0.4","5","5.4"
