,,"Deaths per 1 000 live births","Deaths per 1 000 live births","Deaths per 1 000 live births"
"Congenital anomalies","2010","2","2.8","4.8"
"Congenital anomalies","2009","2","2.9","5"
"Congenital anomalies","2008","2","2.9","4.9"
"Congenital anomalies","2007","2.1","2.8","4.9"
"Congenital anomalies","2006","2.1","2.7","4.8"
"Congenital anomalies","2005","2.2","2.6","4.8"
"Congenital anomalies","2004","2.3","2.7","5"
"Congenital anomalies","2003","2.5","2.8","5.3"
"Congenital anomalies","2002","2.6","3","5.6"
"Congenital anomalies","2001","2.9","3.1","6"
"Congenital anomalies","2000","3.2","3.2","6.4"
"Other noncommunicable diseases","2015","0.1","2.9","2.9"
"Other noncommunicable diseases","2014","0.1","3","3"
"Other noncommunicable diseases","2013","0.1","3.1","3.1"
"Other noncommunicable diseases","2012","0.1","3.2","3.3"
"Other noncommunicable diseases","2011","0.1","3.4","3.5"
"Other noncommunicable diseases","2010","0.1","3.5","3.5"
"Other noncommunicable diseases","2009","0.1","3.6","3.6"
"Other noncommunicable diseases","2008","0.1","3.6","3.6"
"Other noncommunicable diseases","2007","0.1","3.5","3.6"
"Other noncommunicable diseases","2006","0","3.3","3.4"
"Other noncommunicable diseases","2005","0","3.3","3.3"
"Other noncommunicable diseases","2004","0","3.4","3.4"
"Other noncommunicable diseases","2003","0","3.6","3.6"
"Other noncommunicable diseases","2002","0","3.8","3.9"
"Other noncommunicable diseases","2001","0","4","4"
"Other noncommunicable diseases","2000","0","4.1","4.1"
"Injuries","2015","0.3","4.9","5.2"
"Injuries","2014","0.3","5","5.4"
"Injuries","2013","0.4","5.2","5.5"
"Injuries","2012","0.4","5.4","5.7"
"Injuries","2011","0.4","5.7","6"
"Injuries","2010","0.4","5.6","6"
"Injuries","2009","0.4","5.7","6.1"
"Injuries","2008","0.4","5.6","6"
"Injuries","2007","0.4","5.4","5.9"
"Injuries","2006","0.4","5","5.5"
"Injuries","2005","0.4","4.9","5.3"
"Injuries","2004","0.4","4.9","5.3"
"Injuries","2003","0.4","5","5.4"
"Injuries","2002","0.4","5.2","5.7"
"Injuries","2001","0.4","5.3","5.8"
"Injuries","2000","0.5","5.3","5.8"
