,,"Deaths per 1 000 live births","Deaths per 1 000 live births","Deaths per 1 000 live births"
"Pertussis","2001","0.1","1.2","1.2"
"Pertussis","2000","0.1","1.1","1.2"
"Tetanus","2015","0.3","0","0.3"
"Tetanus","2014","0.3","0","0.3"
"Tetanus","2013","0.3","0","0.3"
"Tetanus","2012","0.3","0","0.3"
"Tetanus","2011","0.3","0","0.3"
"Tetanus","2010","0.3","0","0.3"
"Tetanus","2009","0.3","0","0.4"
"Tetanus","2008","0.4","0","0.4"
"Tetanus","2007","0.4","0","0.4"
"Tetanus","2006","0.4","0","0.4"
"Tetanus","2005","0.5","0","0.5"
"Tetanus","2004","0.5","0","0.5"
"Tetanus","2003","0.6","0","0.6"
"Tetanus","2002","0.7","0","0.7"
"Tetanus","2001","0.8","0","0.8"
"Tetanus","2000","0.9","0","0.9"
"Measles","2015","0","0.3","0.3"
"Measles","2014","0","0.4","0.4"
"Measles","2013","0","1.6","1.6"
"Measles","2012","0","0.9","0.9"
"Measles","2011","0","0.4","0.4"
"Measles","2010","0","0.9","0.9"
"Measles","2009","0","0.7","0.7"
"Measles","2008","0","1.1","1.1"
"Measles","2007","0","0.6","0.6"
"Measles","2006","0","0.4","0.4"
"Measles","2005","0","0.2","0.2"
"Measles","2004","0","1.1","1.1"
"Measles","2003","0","1","1"
"Measles","2002","0","0.1","0.1"
"Measles","2001","0","8.6","8.6"
"Measles","2000","0","13.1","13.1"
"Meningitis/encephalitis","2015","0","1.8","1.8"
"Meningitis/encephalitis","2014","0","1.8","1.8"
"Meningitis/encephalitis","2013","0","2","2"
"Meningitis/encephalitis","2012","0","2","2"
"Meningitis/encephalitis","2011","0","1.9","1.9"
"Meningitis/encephalitis","2010","0","1.8","1.8"
"Meningitis/encephalitis","2009","0","1.8","1.8"
"Meningitis/encephalitis","2008","0","2.2","2.2"
"Meningitis/encephalitis","2007","0","2.3","2.3"
"Meningitis/encephalitis","2006","0","2.4","2.4"
"Meningitis/encephalitis","2005","0","2.5","2.5"
"Meningitis/encephalitis","2004","0","2.6","2.6"
"Meningitis/encephalitis","2003","0","2.6","2.6"
"Meningitis/encephalitis","2002","0","2.7","2.7"
"Meningitis/encephalitis","2001","0","2.7","2.7"
"Meningitis/encephalitis","2000","0","2.7","2.7"
"Malaria","2015","0","13.9","13.9"
"Malaria","2014","0","15.2","15.2"
"Malaria","2013","0","16.4","16.4"
"Malaria","2012","0","18.7","18.7"
"Malaria","2011","0","21.4","21.4"
"Malaria","2010","0","23.9","23.9"
"Malaria","2009","0","26.4","26.4"
"Malaria","2008","0","27.5","27.5"
"Malaria","2007","0","28.4","28.4"
"Malaria","2006","0","29.3","29.3"
"Malaria","2005","0","29.9","29.9"
"Malaria","2004","0","30.3","30.3"
"Malaria","2003","0","31","31"
"Malaria","2002","0","31.9","31.9"
"Malaria","2001","0","33.1","33.1"
"Malaria","2000","0","34.5","34.5"
"Acute lower respiratory infections","2015","1.8","10","11.8"
"Acute lower respiratory infections","2014","1.8","10.2","12"
"Acute lower respiratory infections","2013","1.9","10.9","12.8"
"Acute lower respiratory infections","2012","1.9","10.7","12.6"
"Acute lower respiratory infections","2011","1.9","10.1","12"
"Acute lower respiratory infections","2010","2","9.5","11.5"
"Acute lower respiratory infections","2009","2","9.2","11.3"
"Acute lower respiratory infections","2008","2.1","10","12.1"
"Acute lower respiratory infections","2007","2.2","10.5","12.6"
"Acute lower respiratory infections","2006","2.2","10.7","12.9"
"Acute lower respiratory infections","2005","2.3","11","13.3"
"Acute lower respiratory infections","2004","2.4","11.4","13.8"
"Acute lower respiratory infections","2003","2.4","11.8","14.2"
"Acute lower respiratory infections","2002","2.5","12.2","14.7"
"Acute lower respiratory infections","2001","2.6","12.4","15"
"Acute lower respiratory infections","2000","2.6","12.6","15.2"
"Prematurity","2015","7.6","1.3","9"
"Prematurity","2014","7.7","1.4","9.1"
"Prematurity","2013","7.8","1.3","9.1"
"Prematurity","2012","7.8","1.2","9.1"
"Prematurity","2011","7.9","1.2","9"
"Prematurity","2010","7.9","1.1","9"
"Prematurity","2009","8","1","9.1"
"Prematurity","2008","8.2","1","9.1"
"Prematurity","2007","8.4","1","9.3"
"Prematurity","2006","8.6","1","9.6"
"Prematurity","2005","8.9","1","9.9"
"Prematurity","2004","9.2","1","10.3"
"Prematurity","2003","9.7","1.1","10.8"
"Prematurity","2002","10.2","1.1","11.3"
"Prematurity","2001","10.6","1.1","11.7"
"Prematurity","2000","10.9","1.1","12"
"Birth asphyxia and birth trauma","2015","8","0.8","8.8"
"Birth asphyxia and birth trauma","2014","8.2","0.8","9"
"Birth asphyxia and birth trauma","2013","8.4","0.7","9.1"
"Birth asphyxia and birth trauma","2012","8.6","0.7","9.3"
"Birth asphyxia and birth trauma","2011","8.8","0.7","9.5"
"Birth asphyxia and birth trauma","2010","9","0.6","9.6"
"Birth asphyxia and birth trauma","2009","9.3","0.6","9.9"
"Birth asphyxia and birth trauma","2008","9.5","0.6","10.1"
"Birth asphyxia and birth trauma","2007","9.8","0.5","10.3"
"Birth asphyxia and birth trauma","2006","10","0.5","10.5"
"Birth asphyxia and birth trauma","2005","10.2","0.6","10.8"
"Birth asphyxia and birth trauma","2004","10.4","0.6","11"
"Birth asphyxia and birth trauma","2003","10.6","0.6","11.2"
"Birth asphyxia and birth trauma","2002","10.7","0.6","11.3"
"Birth asphyxia and birth trauma","2001","10.9","0.6","11.5"
"Birth asphyxia and birth trauma","2000","11.1","0.6","11.7"
"Sepsis and other infectious conditions of the newborn","2015","5.2","0","5.2"
"Sepsis and other infectious conditions of the newborn","2014","5.3","0","5.3"
"Sepsis and other infectious conditions of the newborn","2013","5.5","0","5.5"
"Sepsis and other infectious conditions of the newborn","2012","5.7","0","5.7"
"Sepsis and other infectious conditions of the newborn","2011","5.8","0","5.8"
"Sepsis and other infectious conditions of the newborn","2010","6","0","6"
"Sepsis and other infectious conditions of the newborn","2009","6.1","0","6.1"
"Sepsis and other infectious conditions of the newborn","2008","6.2","0","6.2"
"Sepsis and other infectious conditions of the newborn","2007","6.4","0","6.4"
"Sepsis and other infectious conditions of the newborn","2006","6.6","0","6.6"
"Sepsis and other infectious conditions of the newborn","2005","6.7","0","6.7"
"Sepsis and other infectious conditions of the newborn","2004","6.6","0","6.6"
"Sepsis and other infectious conditions of the newborn","2003","6.4","0","6.4"
"Sepsis and other infectious conditions of the newborn","2002","6.2","0","6.2"
"Sepsis and other infectious conditions of the newborn","2001","6.2","0","6.2"
"Sepsis and other infectious conditions of the newborn","2000","6.3","0","6.3"
"Other communicable, perinatal and nutritional conditions","2015","1.2","6.2","7.4"
"Other communicable, perinatal and nutritional conditions","2014","1.2","6.2","7.4"
"Other communicable, perinatal and nutritional conditions","2013","1.3","5.8","7"
"Other communicable, perinatal and nutritional conditions","2012","1.3","5.5","6.9"
"Other communicable, perinatal and nutritional conditions","2011","1.3","5.2","6.5"
"Other communicable, perinatal and nutritional conditions","2010","1.4","4.7","6.1"
"Other communicable, perinatal and nutritional conditions","2009","1.4","4.4","5.8"
"Other communicable, perinatal and nutritional conditions","2008","1.5","4.1","5.6"
"Other communicable, perinatal and nutritional conditions","2007","1.5","4","5.5"
"Other communicable, perinatal and nutritional conditions","2006","1.5","4.1","5.6"
"Other communicable, perinatal and nutritional conditions","2005","1.6","4.2","5.7"
"Other communicable, perinatal and nutritional conditions","2004","1.6","4.3","5.9"
"Other communicable, perinatal and nutritional conditions","2003","1.6","4.4","6"
"Other communicable, perinatal and nutritional conditions","2002","1.6","4.5","6.1"
"Other communicable, perinatal and nutritional conditions","2001","1.6","4.6","6.2"
"Other communicable, perinatal and nutritional conditions","2000","1.7","4.7","6.3"
"Congenital anomalies","2015","2.2","2","4.2"
"Congenital anomalies","2014","2.2","2","4.2"
"Congenital anomalies","2013","2.2","1.9","4.1"
"Congenital anomalies","2012","2.1","1.9","4"
"Congenital anomalies","2011","2.1","1.8","3.9"
"Congenital anomalies","2010","2.1","1.6","3.7"
"Congenital anomalies","2009","2.1","1.5","3.6"
"Congenital anomalies","2008","2.1","1.4","3.5"
"Congenital anomalies","2007","2.1","1.4","3.5"
"Congenital anomalies","2006","2.1","1.4","3.5"
"Congenital anomalies","2005","2","1.4","3.5"
"Congenital anomalies","2004","2","1.5","3.5"
"Congenital anomalies","2003","2","1.5","3.5"
"Congenital anomalies","2002","2","1.5","3.5"
"Congenital anomalies","2001","2","1.6","3.5"
"Congenital anomalies","2000","2","1.6","3.5"
"Other noncommunicable diseases","2015","0","2.3","2.4"
"Other noncommunicable diseases","2014","0","2.3","2.4"
"Other noncommunicable diseases","2013","0","2.2","2.2"
"Other noncommunicable diseases","2012","0","2.1","2.2"
"Other noncommunicable diseases","2011","0","2","2"
"Other noncommunicable diseases","2010","0","1.8","1.9"
"Other noncommunicable diseases","2009","0","1.7","1.8"
"Other noncommunicable diseases","2008","0","1.6","1.6"
"Other noncommunicable diseases","2007","0","1.6","1.6"
"Other noncommunicable diseases","2006","0","1.6","1.6"
"Other noncommunicable diseases","2005","0","1.6","1.6"
"Other noncommunicable diseases","2004","0","1.7","1.7"
"Other noncommunicable diseases","2003","0","1.7","1.7"
"Other noncommunicable diseases","2002","0","1.7","1.8"
"Other noncommunicable diseases","2001","0","1.7","1.8"
"Other noncommunicable diseases","2000","0","1.8","1.8"
"Injuries","2015","0.2","4.2","4.4"
"Injuries","2014","0.2","4.2","4.4"
"Injuries","2013","0.2","3.9","4.1"
"Injuries","2012","0.2","3.8","4"
"Injuries","2011","0.2","3.5","3.7"
"Injuries","2010","0.2","3.2","3.5"
"Injuries","2009","0.2","3.1","3.3"
"Injuries","2008","0.2","2.8","3.1"
"Injuries","2007","0.2","2.8","3"
"Injuries","2006","0.3","2.8","3"
"Injuries","2005","0.3","2.8","3.1"
"Injuries","2004","0.3","2.9","3.1"
"Injuries","2003","0.3","2.9","3.2"
"Injuries","2002","0.2","3","3.2"
"Injuries","2001","0.2","3","3.3"
"Injuries","2000","0.2","3","3.3"
