,,"Deaths per 1 000 live births","Deaths per 1 000 live births","Deaths per 1 000 live births"
"Meningitis/encephalitis","2009","0","2.4","2.4"
"Meningitis/encephalitis","2008","0","3","3"
"Meningitis/encephalitis","2007","0","3.1","3.1"
"Meningitis/encephalitis","2006","0","3.1","3.1"
"Meningitis/encephalitis","2005","0","3.2","3.2"
"Meningitis/encephalitis","2004","0","3.2","3.2"
"Meningitis/encephalitis","2003","0","3.3","3.3"
"Meningitis/encephalitis","2002","0","3.3","3.3"
"Meningitis/encephalitis","2001","0","3.2","3.2"
"Meningitis/encephalitis","2000","0","3.2","3.2"
"Malaria","2015","0","3.2","3.2"
"Malaria","2014","0","3.3","3.3"
"Malaria","2013","0","3.2","3.2"
"Malaria","2012","0","3.3","3.3"
"Malaria","2011","0","3.4","3.4"
"Malaria","2010","0","3.5","3.5"
"Malaria","2009","0","3.7","3.7"
"Malaria","2008","0","3.6","3.6"
"Malaria","2007","0","3.8","3.8"
"Malaria","2006","0","3.9","3.9"
"Malaria","2005","0","4","4"
"Malaria","2004","0","4.1","4.1"
"Malaria","2003","0","4.2","4.2"
"Malaria","2002","0","4.2","4.2"
"Malaria","2001","0","4.2","4.2"
"Malaria","2000","0","4.1","4.1"
"Acute lower respiratory infections","2015","2.1","10.1","12.3"
"Acute lower respiratory infections","2014","2.2","10.6","12.8"
"Acute lower respiratory infections","2013","2.2","13.6","15.8"
"Acute lower respiratory infections","2012","2.3","13.9","16.3"
"Acute lower respiratory infections","2011","2.4","14.5","16.9"
"Acute lower respiratory infections","2010","2.5","15.1","17.6"
"Acute lower respiratory infections","2009","2.5","15.4","18"
"Acute lower respiratory infections","2008","2.6","17.9","20.5"
"Acute lower respiratory infections","2007","2.6","18.3","20.9"
"Acute lower respiratory infections","2006","2.7","18.6","21.2"
"Acute lower respiratory infections","2005","2.7","18.8","21.5"
"Acute lower respiratory infections","2004","2.7","19","21.7"
"Acute lower respiratory infections","2003","2.7","19.1","21.8"
"Acute lower respiratory infections","2002","2.8","19","21.7"
"Acute lower respiratory infections","2001","2.8","18.8","21.6"
"Acute lower respiratory infections","2000","2.8","18.6","21.4"
"Prematurity","2015","14.6","1.7","16.3"
"Prematurity","2014","14.8","1.7","16.5"
"Prematurity","2013","14.9","1.6","16.6"
"Prematurity","2012","15.1","1.7","16.7"
"Prematurity","2011","15.1","1.7","16.8"
"Prematurity","2010","15.1","1.7","16.8"
"Prematurity","2009","15.3","1.7","17.1"
"Prematurity","2008","15.8","1.6","17.4"
"Prematurity","2007","16.4","1.7","18"
"Prematurity","2006","17","1.7","18.7"
"Prematurity","2005","17.3","1.7","19"
"Prematurity","2004","17.5","1.7","19.2"
"Prematurity","2003","17.6","1.7","19.3"
"Prematurity","2002","17.7","1.7","19.4"
"Prematurity","2001","17.9","1.6","19.6"
"Prematurity","2000","18","1.6","19.6"
"Birth asphyxia and birth trauma","2015","7.3","0.9","8.2"
"Birth asphyxia and birth trauma","2014","7.5","0.9","8.4"
"Birth asphyxia and birth trauma","2013","7.7","0.9","8.6"
"Birth asphyxia and birth trauma","2012","8","0.9","8.9"
"Birth asphyxia and birth trauma","2011","8.3","0.9","9.2"
"Birth asphyxia and birth trauma","2010","8.6","0.9","9.5"
"Birth asphyxia and birth trauma","2009","8.8","0.9","9.8"
"Birth asphyxia and birth trauma","2008","9","0.9","9.9"
"Birth asphyxia and birth trauma","2007","9.1","0.9","10"
"Birth asphyxia and birth trauma","2006","9.2","0.9","10.1"
"Birth asphyxia and birth trauma","2005","9.3","0.9","10.2"
"Birth asphyxia and birth trauma","2004","9.3","0.9","10.2"
"Birth asphyxia and birth trauma","2003","9.3","0.9","10.2"
"Birth asphyxia and birth trauma","2002","9.4","0.9","10.3"
"Birth asphyxia and birth trauma","2001","9.5","0.9","10.4"
"Birth asphyxia and birth trauma","2000","9.8","0.9","10.6"
"Sepsis and other infectious conditions of the newborn","2015","7.2","0","7.2"
"Sepsis and other infectious conditions of the newborn","2014","7.3","0","7.3"
"Sepsis and other infectious conditions of the newborn","2013","7.5","0","7.5"
"Sepsis and other infectious conditions of the newborn","2012","7.7","0","7.7"
"Sepsis and other infectious conditions of the newborn","2011","7.8","0","7.8"
"Sepsis and other infectious conditions of the newborn","2010","8","0","8"
"Sepsis and other infectious conditions of the newborn","2009","8.1","0","8.1"
"Sepsis and other infectious conditions of the newborn","2008","8.1","0","8.1"
"Sepsis and other infectious conditions of the newborn","2007","7.8","0","7.8"
"Sepsis and other infectious conditions of the newborn","2006","7.6","0","7.6"
"Sepsis and other infectious conditions of the newborn","2005","7.4","0","7.4"
"Sepsis and other infectious conditions of the newborn","2004","7.4","0","7.4"
"Sepsis and other infectious conditions of the newborn","2003","7.4","0","7.4"
"Sepsis and other infectious conditions of the newborn","2002","7.2","0","7.2"
"Sepsis and other infectious conditions of the newborn","2001","6.8","0","6.8"
"Sepsis and other infectious conditions of the newborn","2000","6.6","0","6.6"
"Other communicable, perinatal and nutritional conditions","2015","1.5","8.6","10.1"
"Other communicable, perinatal and nutritional conditions","2014","1.5","8.9","10.5"
"Other communicable, perinatal and nutritional conditions","2013","1.6","8.3","9.8"
"Other communicable, perinatal and nutritional conditions","2012","1.6","8.4","10"
"Other communicable, perinatal and nutritional conditions","2011","1.7","8","9.7"
"Other communicable, perinatal and nutritional conditions","2010","1.8","7.9","9.7"
"Other communicable, perinatal and nutritional conditions","2009","1.8","8.7","10.5"
"Other communicable, perinatal and nutritional conditions","2008","1.8","8.2","10"
"Other communicable, perinatal and nutritional conditions","2007","1.7","8.3","10.1"
"Other communicable, perinatal and nutritional conditions","2006","1.7","8.4","10.1"
"Other communicable, perinatal and nutritional conditions","2005","1.7","8.5","10.1"
"Other communicable, perinatal and nutritional conditions","2004","1.7","8.5","10.1"
"Other communicable, perinatal and nutritional conditions","2003","1.6","8.5","10.1"
"Other communicable, perinatal and nutritional conditions","2002","1.6","8.4","10"
"Other communicable, perinatal and nutritional conditions","2001","1.6","8.1","9.8"
"Other communicable, perinatal and nutritional conditions","2000","1.6","7.9","9.6"
"Congenital anomalies","2015","2","2.5","4.5"
"Congenital anomalies","2014","1.9","2.6","4.5"
"Congenital anomalies","2013","1.9","2.4","4.3"
"Congenital anomalies","2012","1.9","2.4","4.3"
"Congenital anomalies","2011","1.9","2.4","4.3"
"Congenital anomalies","2010","1.9","2.4","4.3"
"Congenital anomalies","2009","1.9","2.4","4.3"
"Congenital anomalies","2008","1.9","2.3","4.2"
"Congenital anomalies","2007","1.9","2.3","4.2"
"Congenital anomalies","2006","1.9","2.3","4.1"
"Congenital anomalies","2005","1.8","2.2","4.1"
"Congenital anomalies","2004","1.8","2.2","4"
"Congenital anomalies","2003","1.8","2.2","4"
"Congenital anomalies","2002","1.8","2.1","4"
"Congenital anomalies","2001","1.8","2.1","3.9"
"Congenital anomalies","2000","1.9","2","3.9"
"Other noncommunicable diseases","2015","0","3.2","3.2"
"Other noncommunicable diseases","2014","0","3.3","3.3"
"Other noncommunicable diseases","2013","0","3","3.1"
"Other noncommunicable diseases","2012","0","3.1","3.1"
"Other noncommunicable diseases","2011","0","3.7","3.7"
"Other noncommunicable diseases","2010","0","3.7","3.7"
"Other noncommunicable diseases","2009","0","3.1","3.2"
"Other noncommunicable diseases","2008","0","3","3"
"Other noncommunicable diseases","2007","0","3","3"
"Other noncommunicable diseases","2006","0","3","3.1"
"Other noncommunicable diseases","2005","0","3","3.1"
"Other noncommunicable diseases","2004","0","3","3.1"
"Other noncommunicable diseases","2003","0","3","3.1"
"Other noncommunicable diseases","2002","0","3","3"
"Other noncommunicable diseases","2001","0","2.9","2.9"
"Other noncommunicable diseases","2000","0","2.8","2.9"
"Injuries","2015","0.2","5","5.2"
"Injuries","2014","0.2","5.1","5.4"
"Injuries","2013","0.2","4.8","5"
"Injuries","2012","0.2","4.8","5.1"
"Injuries","2011","0.2","4.9","5.1"
"Injuries","2010","0.3","4.9","5.1"
"Injuries","2009","0.3","4.9","5.2"
"Injuries","2008","0.3","4.6","4.9"
"Injuries","2007","0.3","4.7","4.9"
"Injuries","2006","0.3","4.7","5"
"Injuries","2005","0.3","4.7","5"
"Injuries","2004","0.3","4.7","5"
"Injuries","2003","0.3","4.7","5"
"Injuries","2002","0.3","4.7","5"
"Injuries","2001","0.3","4.7","4.9"
"Injuries","2000","0.3","4.6","4.9"
