,,"Deaths per 1 000 live births","Deaths per 1 000 live births","Deaths per 1 000 live births"
"Tetanus","2003","2.9","0","2.9"
"Tetanus","2002","3.3","0","3.3"
"Tetanus","2001","3.7","0","3.8"
"Tetanus","2000","4.3","0","4.3"
"Measles","2015","0","0.5","0.5"
"Measles","2014","0","0.9","0.9"
"Measles","2013","0","0.4","0.4"
"Measles","2012","0","1.3","1.3"
"Measles","2011","0","1.1","1.1"
"Measles","2010","0","0.8","0.8"
"Measles","2009","0","1.1","1.1"
"Measles","2008","0","0.8","0.8"
"Measles","2007","0","0.1","0.1"
"Measles","2006","0","2","2"
"Measles","2005","0","4.4","4.4"
"Measles","2004","0","32.9","32.9"
"Measles","2003","0","47.1","47.1"
"Measles","2002","0","10.2","10.2"
"Measles","2001","0","6.2","6.2"
"Measles","2000","0","15.8","15.8"
"Meningitis/encephalitis","2015","0","2.3","2.3"
"Meningitis/encephalitis","2014","0","2.4","2.4"
"Meningitis/encephalitis","2013","0","2.5","2.5"
"Meningitis/encephalitis","2012","0","2.6","2.6"
"Meningitis/encephalitis","2011","0","2.8","2.8"
"Meningitis/encephalitis","2010","0","2.9","2.9"
"Meningitis/encephalitis","2009","0","3.1","3.1"
"Meningitis/encephalitis","2008","0","4.4","4.4"
"Meningitis/encephalitis","2007","0","4.7","4.7"
"Meningitis/encephalitis","2006","0","5","5"
"Meningitis/encephalitis","2005","0","5.2","5.2"
"Meningitis/encephalitis","2004","0","5.3","5.3"
"Meningitis/encephalitis","2003","0","5.4","5.4"
"Meningitis/encephalitis","2002","0","5.4","5.4"
"Meningitis/encephalitis","2001","0","5.4","5.4"
"Meningitis/encephalitis","2000","0","5.2","5.2"
"Malaria","2015","0","3.6","3.6"
"Malaria","2014","0","3.8","3.8"
"Malaria","2013","0","4","4"
"Malaria","2012","0","4.2","4.2"
"Malaria","2011","0","4.3","4.3"
"Malaria","2010","0","4.5","4.5"
"Malaria","2009","0","4.7","4.7"
"Malaria","2008","0","4.5","4.5"
"Malaria","2007","0","4.9","4.9"
"Malaria","2006","0","5.6","5.6"
"Malaria","2005","0","6.8","6.8"
"Malaria","2004","0","8.8","8.8"
"Malaria","2003","0","12","12"
"Malaria","2002","0","15.8","15.8"
"Malaria","2001","0","20.1","20.1"
"Malaria","2000","0","24.2","24.2"
"Acute lower respiratory infections","2015","2.8","13","15.8"
"Acute lower respiratory infections","2014","2.8","13.6","16.5"
"Acute lower respiratory infections","2013","2.9","14.2","17.1"
"Acute lower respiratory infections","2012","3","14.8","17.8"
"Acute lower respiratory infections","2011","3.1","15.6","18.7"
"Acute lower respiratory infections","2010","3.3","16.5","19.7"
"Acute lower respiratory infections","2009","3.4","17.4","20.8"
"Acute lower respiratory infections","2008","3.5","21.6","25"
"Acute lower respiratory infections","2007","3.6","22.8","26.4"
"Acute lower respiratory infections","2006","3.7","24","27.7"
"Acute lower respiratory infections","2005","3.7","25","28.8"
"Acute lower respiratory infections","2004","3.8","25.9","29.7"
"Acute lower respiratory infections","2003","3.9","26.5","30.3"
"Acute lower respiratory infections","2002","3.9","26.5","30.5"
"Acute lower respiratory infections","2001","4","26.3","30.3"
"Acute lower respiratory infections","2000","4","25.7","29.8"
"Prematurity","2015","10","1.6","11.6"
"Prematurity","2014","10.2","1.7","11.9"
"Prematurity","2013","10.4","1.7","12.2"
"Prematurity","2012","10.7","1.8","12.5"
"Prematurity","2011","11","1.9","12.9"
"Prematurity","2010","11.3","2","13.3"
"Prematurity","2009","11.5","2.1","13.6"
"Prematurity","2008","12.1","2","14.1"
"Prematurity","2007","13.1","2.1","15.2"
"Prematurity","2006","14.3","2.2","16.5"
"Prematurity","2005","15.2","2.3","17.5"
"Prematurity","2004","15.7","2.4","18"
"Prematurity","2003","15.8","2.4","18.2"
"Prematurity","2002","16.1","2.4","18.5"
"Prematurity","2001","16.4","2.4","18.8"
"Prematurity","2000","16.9","2.3","19.2"
"Birth asphyxia and birth trauma","2015","12.5","0.9","13.4"
"Birth asphyxia and birth trauma","2014","12.8","0.9","13.8"
"Birth asphyxia and birth trauma","2013","13.2","1","14.2"
"Birth asphyxia and birth trauma","2012","13.6","1","14.6"
"Birth asphyxia and birth trauma","2011","14","1","15.1"
"Birth asphyxia and birth trauma","2010","14.4","1.1","15.5"
"Birth asphyxia and birth trauma","2009","14.6","1.2","15.7"
"Birth asphyxia and birth trauma","2008","14.7","1.1","15.8"
"Birth asphyxia and birth trauma","2007","14.7","1.2","15.8"
"Birth asphyxia and birth trauma","2006","14.6","1.2","15.8"
"Birth asphyxia and birth trauma","2005","14.5","1.3","15.8"
"Birth asphyxia and birth trauma","2004","14.7","1.3","16"
"Birth asphyxia and birth trauma","2003","14.9","1.3","16.2"
"Birth asphyxia and birth trauma","2002","15.3","1.3","16.6"
"Birth asphyxia and birth trauma","2001","15.6","1.3","16.8"
"Birth asphyxia and birth trauma","2000","15.8","1.2","17"
"Sepsis and other infectious conditions of the newborn","2015","8.2","0","8.2"
"Sepsis and other infectious conditions of the newborn","2014","8.4","0","8.4"
"Sepsis and other infectious conditions of the newborn","2013","8.6","0","8.6"
"Sepsis and other infectious conditions of the newborn","2012","8.8","0","8.8"
"Sepsis and other infectious conditions of the newborn","2011","9.2","0","9.2"
"Sepsis and other infectious conditions of the newborn","2010","9.7","0","9.7"
"Sepsis and other infectious conditions of the newborn","2009","10.3","0","10.3"
"Sepsis and other infectious conditions of the newborn","2008","10.6","0","10.6"
"Sepsis and other infectious conditions of the newborn","2007","10.6","0","10.6"
"Sepsis and other infectious conditions of the newborn","2006","10.1","0","10.1"
"Sepsis and other infectious conditions of the newborn","2005","9.6","0","9.6"
"Sepsis and other infectious conditions of the newborn","2004","9.4","0","9.4"
"Sepsis and other infectious conditions of the newborn","2003","9.3","0","9.3"
"Sepsis and other infectious conditions of the newborn","2002","9.2","0","9.2"
"Sepsis and other infectious conditions of the newborn","2001","9","0","9"
"Sepsis and other infectious conditions of the newborn","2000","8.7","0","8.7"
"Other communicable, perinatal and nutritional conditions","2015","2","6.1","8.1"
"Other communicable, perinatal and nutritional conditions","2014","2","6.4","8.4"
"Other communicable, perinatal and nutritional conditions","2013","2.1","6.6","8.6"
"Other communicable, perinatal and nutritional conditions","2012","2.1","6.8","8.9"
"Other communicable, perinatal and nutritional conditions","2011","2.2","7.2","9.4"
"Other communicable, perinatal and nutritional conditions","2010","2.3","7.7","9.9"
"Other communicable, perinatal and nutritional conditions","2009","2.4","8.2","10.6"
"Other communicable, perinatal and nutritional conditions","2008","2.5","8.4","10.9"
"Other communicable, perinatal and nutritional conditions","2007","2.5","8.9","11.4"
"Other communicable, perinatal and nutritional conditions","2006","2.4","9.4","11.8"
"Other communicable, perinatal and nutritional conditions","2005","2.3","9.8","12.1"
"Other communicable, perinatal and nutritional conditions","2004","2.3","10.1","12.4"
"Other communicable, perinatal and nutritional conditions","2003","2.3","10.3","12.5"
"Other communicable, perinatal and nutritional conditions","2002","2.3","10.2","12.5"
"Other communicable, perinatal and nutritional conditions","2001","2.3","10","12.3"
"Other communicable, perinatal and nutritional conditions","2000","2.3","9.7","12"
"Congenital anomalies","2015","2.8","2.5","5.4"
"Congenital anomalies","2014","2.8","2.6","5.4"
"Congenital anomalies","2013","2.8","2.7","5.4"
"Congenital anomalies","2012","2.7","2.7","5.5"
"Congenital anomalies","2011","2.7","2.9","5.5"
"Congenital anomalies","2010","2.6","3","5.6"
"Congenital anomalies","2009","2.6","3.1","5.6"
"Congenital anomalies","2008","2.5","2.9","5.4"
"Congenital anomalies","2007","2.4","3.1","5.5"
"Congenital anomalies","2006","2.3","3.2","5.5"
"Congenital anomalies","2005","2.3","3.2","5.5"
"Congenital anomalies","2004","2.3","3.3","5.6"
"Congenital anomalies","2003","2.3","3.3","5.6"
"Congenital anomalies","2002","2.4","3.3","5.7"
"Congenital anomalies","2001","2.5","3.2","5.7"
"Congenital anomalies","2000","2.5","3.1","5.6"
"Other noncommunicable diseases","2015","0.1","3.2","3.2"
"Other noncommunicable diseases","2014","0.1","3.3","3.3"
"Other noncommunicable diseases","2013","0.1","3.4","3.4"
"Other noncommunicable diseases","2012","0.1","3.5","3.5"
"Other noncommunicable diseases","2011","0.1","3.6","3.6"
"Other noncommunicable diseases","2010","0.1","3.7","3.8"
"Other noncommunicable diseases","2009","0.1","3.9","3.9"
"Other noncommunicable diseases","2008","0.1","3.1","3.1"
"Other noncommunicable diseases","2007","0.1","3.2","3.3"
"Other noncommunicable diseases","2006","0.1","3.4","3.4"
"Other noncommunicable diseases","2005","0.1","3.5","3.5"
"Other noncommunicable diseases","2004","0.1","3.6","3.6"
"Other noncommunicable diseases","2003","0","3.6","3.7"
"Other noncommunicable diseases","2002","0","3.6","3.7"
"Other noncommunicable diseases","2001","0","3.6","3.6"
"Other noncommunicable diseases","2000","0","3.5","3.5"
"Injuries","2015","0.4","4.5","4.9"
"Injuries","2014","0.4","4.7","5"
"Injuries","2013","0.4","4.7","5.1"
"Injuries","2012","0.4","4.8","5.2"
"Injuries","2011","0.4","5","5.4"
"Injuries","2010","0.4","5.1","5.6"
"Injuries","2009","0.5","5.3","5.8"
"Injuries","2008","0.5","5","5.5"
"Injuries","2007","0.5","5.2","5.7"
"Injuries","2006","0.4","5.4","5.8"
"Injuries","2005","0.4","5.4","5.9"
"Injuries","2004","0.4","5.5","5.9"
"Injuries","2003","0.4","5.5","5.9"
"Injuries","2002","0.4","5.4","5.8"
"Injuries","2001","0.4","5.2","5.7"
"Injuries","2000","0.4","5","5.4"
