,,"Deaths per 1 000 live births","Deaths per 1 000 live births","Deaths per 1 000 live births"
"Measles","2013","0","0.7","0.7"
"Measles","2012","0","0.8","0.8"
"Measles","2011","0","0.8","0.8"
"Measles","2010","0","1.4","1.4"
"Measles","2009","0","1.6","1.6"
"Measles","2008","0","0.5","0.5"
"Measles","2007","0","0.2","0.2"
"Measles","2006","0","0.6","0.6"
"Measles","2005","0","0.5","0.5"
"Measles","2004","0","0.1","0.1"
"Measles","2003","0","7.7","7.7"
"Measles","2002","0","40.3","40.3"
"Measles","2001","0","22.4","22.4"
"Measles","2000","0","10.8","10.8"
"Meningitis/encephalitis","2015","0","0.8","0.8"
"Meningitis/encephalitis","2014","0","0.8","0.8"
"Meningitis/encephalitis","2013","0","1.2","1.2"
"Meningitis/encephalitis","2012","0","1.3","1.3"
"Meningitis/encephalitis","2011","0","1.4","1.4"
"Meningitis/encephalitis","2010","0","1.5","1.5"
"Meningitis/encephalitis","2009","0","1.7","1.7"
"Meningitis/encephalitis","2008","0","1.8","1.8"
"Meningitis/encephalitis","2007","0","1.9","1.9"
"Meningitis/encephalitis","2006","0","2.1","2.1"
"Meningitis/encephalitis","2005","0","3","3"
"Meningitis/encephalitis","2004","0","3.4","3.4"
"Meningitis/encephalitis","2003","0","3.7","3.7"
"Meningitis/encephalitis","2002","0","4","4"
"Meningitis/encephalitis","2001","0","4.2","4.2"
"Meningitis/encephalitis","2000","0","6.5","6.5"
"Malaria","2015","0","1.8","1.8"
"Malaria","2014","0","2","2"
"Malaria","2013","0","2","2"
"Malaria","2012","0","2.1","2.1"
"Malaria","2011","0","2.4","2.4"
"Malaria","2010","0","2.7","2.7"
"Malaria","2009","0","3","3"
"Malaria","2008","0","3.3","3.3"
"Malaria","2007","0","3.8","3.8"
"Malaria","2006","0","4.4","4.4"
"Malaria","2005","0","4.9","4.9"
"Malaria","2004","0","6.1","6.1"
"Malaria","2003","0","7.7","7.7"
"Malaria","2002","0","9.3","9.3"
"Malaria","2001","0","10.7","10.7"
"Malaria","2000","0","11.4","11.4"
"Acute lower respiratory infections","2015","1.3","5.6","6.9"
"Acute lower respiratory infections","2014","1.3","5.9","7.3"
"Acute lower respiratory infections","2013","1.4","7.7","9.1"
"Acute lower respiratory infections","2012","1.4","8.3","9.7"
"Acute lower respiratory infections","2011","1.5","8.9","10.5"
"Acute lower respiratory infections","2010","1.6","9.8","11.4"
"Acute lower respiratory infections","2009","1.7","10.8","12.5"
"Acute lower respiratory infections","2008","1.8","11.7","13.5"
"Acute lower respiratory infections","2007","1.9","12.5","14.4"
"Acute lower respiratory infections","2006","2","13.7","15.7"
"Acute lower respiratory infections","2005","2.2","16.9","19"
"Acute lower respiratory infections","2004","2.3","18.8","21.1"
"Acute lower respiratory infections","2003","2.4","20.1","22.6"
"Acute lower respiratory infections","2002","2.5","21.5","24"
"Acute lower respiratory infections","2001","2.6","22.7","25.2"
"Acute lower respiratory infections","2000","2.6","22.9","25.5"
"Prematurity","2015","5.7","1","6.7"
"Prematurity","2014","5.9","1","6.9"
"Prematurity","2013","6.1","1","7.1"
"Prematurity","2012","6.5","1.1","7.5"
"Prematurity","2011","6.9","1.2","8"
"Prematurity","2010","7.3","1.3","8.5"
"Prematurity","2009","7.7","1.4","9.1"
"Prematurity","2008","8.2","1.5","9.7"
"Prematurity","2007","8.7","1.6","10.3"
"Prematurity","2006","9.2","1.7","11"
"Prematurity","2005","9.8","1.7","11.5"
"Prematurity","2004","10.4","1.8","12.2"
"Prematurity","2003","10.9","1.9","12.9"
"Prematurity","2002","11.6","2.1","13.6"
"Prematurity","2001","12.3","2.2","14.4"
"Prematurity","2000","12.9","2.2","15.1"
"Birth asphyxia and birth trauma","2015","5.3","0.5","5.8"
"Birth asphyxia and birth trauma","2014","5.6","0.5","6.1"
"Birth asphyxia and birth trauma","2013","5.8","0.5","6.3"
"Birth asphyxia and birth trauma","2012","6.1","0.5","6.6"
"Birth asphyxia and birth trauma","2011","6.4","0.6","7"
"Birth asphyxia and birth trauma","2010","6.8","0.6","7.4"
"Birth asphyxia and birth trauma","2009","7.2","0.7","7.9"
"Birth asphyxia and birth trauma","2008","7.6","0.8","8.4"
"Birth asphyxia and birth trauma","2007","8.1","0.8","8.9"
"Birth asphyxia and birth trauma","2006","8.5","0.9","9.4"
"Birth asphyxia and birth trauma","2005","9.1","0.9","9.9"
"Birth asphyxia and birth trauma","2004","9.6","0.9","10.5"
"Birth asphyxia and birth trauma","2003","10.2","1","11.2"
"Birth asphyxia and birth trauma","2002","10.6","1","11.6"
"Birth asphyxia and birth trauma","2001","10.8","1.1","11.9"
"Birth asphyxia and birth trauma","2000","11","1.1","12.1"
"Sepsis and other infectious conditions of the newborn","2015","4.6","0","4.6"
"Sepsis and other infectious conditions of the newborn","2014","4.8","0","4.8"
"Sepsis and other infectious conditions of the newborn","2013","4.9","0","4.9"
"Sepsis and other infectious conditions of the newborn","2012","5.1","0","5.1"
"Sepsis and other infectious conditions of the newborn","2011","5.4","0","5.4"
"Sepsis and other infectious conditions of the newborn","2010","5.7","0","5.7"
"Sepsis and other infectious conditions of the newborn","2009","6","0","6"
"Sepsis and other infectious conditions of the newborn","2008","6.3","0","6.3"
"Sepsis and other infectious conditions of the newborn","2007","6.6","0","6.6"
"Sepsis and other infectious conditions of the newborn","2006","6.8","0","6.8"
"Sepsis and other infectious conditions of the newborn","2005","7","0","7"
"Sepsis and other infectious conditions of the newborn","2004","7.1","0","7.1"
"Sepsis and other infectious conditions of the newborn","2003","7.1","0","7.1"
"Sepsis and other infectious conditions of the newborn","2002","7.1","0","7.1"
"Sepsis and other infectious conditions of the newborn","2001","7.2","0","7.2"
"Sepsis and other infectious conditions of the newborn","2000","7.2","0","7.2"
"Other communicable, perinatal and nutritional conditions","2015","1.1","3.4","4.5"
"Other communicable, perinatal and nutritional conditions","2014","1.1","3.6","4.7"
"Other communicable, perinatal and nutritional conditions","2013","1.2","3.4","4.6"
"Other communicable, perinatal and nutritional conditions","2012","1.2","3.7","4.9"
"Other communicable, perinatal and nutritional conditions","2011","1.3","4","5.2"
"Other communicable, perinatal and nutritional conditions","2010","1.3","4.3","5.6"
"Other communicable, perinatal and nutritional conditions","2009","1.4","4.5","5.9"
"Other communicable, perinatal and nutritional conditions","2008","1.5","5","6.5"
"Other communicable, perinatal and nutritional conditions","2007","1.5","5.4","7"
"Other communicable, perinatal and nutritional conditions","2006","1.6","5.7","7.3"
"Other communicable, perinatal and nutritional conditions","2005","1.6","5.6","7.2"
"Other communicable, perinatal and nutritional conditions","2004","1.7","5.9","7.6"
"Other communicable, perinatal and nutritional conditions","2003","1.8","6.2","8"
"Other communicable, perinatal and nutritional conditions","2002","1.8","6.7","8.4"
"Other communicable, perinatal and nutritional conditions","2001","1.8","7.1","8.8"
"Other communicable, perinatal and nutritional conditions","2000","1.7","7.2","8.9"
"Congenital anomalies","2015","2.5","1.5","3.9"
"Congenital anomalies","2014","2.5","1.5","4"
"Congenital anomalies","2013","2.4","1.5","3.9"
"Congenital anomalies","2012","2.4","1.6","4"
"Congenital anomalies","2011","2.4","1.7","4.1"
"Congenital anomalies","2010","2.3","1.9","4.2"
"Congenital anomalies","2009","2.2","2","4.2"
"Congenital anomalies","2008","2.2","2.2","4.3"
"Congenital anomalies","2007","2.1","2.3","4.5"
"Congenital anomalies","2006","2.1","2.5","4.6"
"Congenital anomalies","2005","2","2.5","4.5"
"Congenital anomalies","2004","2","2.6","4.5"
"Congenital anomalies","2003","1.9","2.7","4.7"
"Congenital anomalies","2002","1.9","2.9","4.8"
"Congenital anomalies","2001","1.9","3","4.9"
"Congenital anomalies","2000","1.8","3","4.8"
"Other noncommunicable diseases","2015","0","2.5","2.5"
"Other noncommunicable diseases","2014","0","2.6","2.6"
"Other noncommunicable diseases","2013","0","2.5","2.6"
"Other noncommunicable diseases","2012","0","2.7","2.7"
"Other noncommunicable diseases","2011","0","3","3"
"Other noncommunicable diseases","2010","0","3.3","3.3"
"Other noncommunicable diseases","2009","0","3.7","3.7"
"Other noncommunicable diseases","2008","0","4","4.1"
"Other noncommunicable diseases","2007","0","4.5","4.5"
"Other noncommunicable diseases","2006","0","4.9","5"
"Other noncommunicable diseases","2005","0","4.9","5"
"Other noncommunicable diseases","2004","0","5.3","5.3"
"Other noncommunicable diseases","2003","0","5.6","5.7"
"Other noncommunicable diseases","2002","0","6","6"
"Other noncommunicable diseases","2001","0","6.3","6.3"
"Other noncommunicable diseases","2000","0","6.3","6.3"
"Injuries","2015","0.1","3.4","3.6"
"Injuries","2014","0.1","3.6","3.7"
"Injuries","2013","0.1","3.5","3.6"
"Injuries","2012","0.1","3.6","3.7"
"Injuries","2011","0.1","3.8","3.9"
"Injuries","2010","0.1","4","4.2"
"Injuries","2009","0.1","4.3","4.4"
"Injuries","2008","0.1","4.5","4.7"
"Injuries","2007","0.2","4.8","4.9"
"Injuries","2006","0.2","4.9","5.1"
"Injuries","2005","0.2","4.7","4.9"
"Injuries","2004","0.2","4.8","5"
"Injuries","2003","0.2","5","5.2"
"Injuries","2002","0.2","5.2","5.4"
"Injuries","2001","0.2","5.3","5.5"
"Injuries","2000","0.2","5.2","5.4"
