,,"Deaths per 1 000 live births","Deaths per 1 000 live births","Deaths per 1 000 live births"
"Malaria","2007","0","13.2","13.2"
"Malaria","2006","0","13.8","13.8"
"Malaria","2005","0","14.8","14.8"
"Malaria","2004","0","16.3","16.3"
"Malaria","2003","0","18.3","18.3"
"Malaria","2002","0","20.6","20.6"
"Malaria","2001","0","21.4","21.4"
"Malaria","2000","0","23.4","23.4"
"Acute lower respiratory infections","2015","1.8","5.4","7.2"
"Acute lower respiratory infections","2014","1.8","5.6","7.4"
"Acute lower respiratory infections","2013","1.9","5.9","7.8"
"Acute lower respiratory infections","2012","2","6.8","8.7"
"Acute lower respiratory infections","2011","2","7.6","9.6"
"Acute lower respiratory infections","2010","2.1","7.7","9.8"
"Acute lower respiratory infections","2009","2.1","8","10.2"
"Acute lower respiratory infections","2008","2.2","8.3","10.5"
"Acute lower respiratory infections","2007","2.2","8.7","10.9"
"Acute lower respiratory infections","2006","2.2","8.9","11.2"
"Acute lower respiratory infections","2005","2.3","8.8","11.1"
"Acute lower respiratory infections","2004","2.3","8.8","11.1"
"Acute lower respiratory infections","2003","2.4","8.7","11.1"
"Acute lower respiratory infections","2002","2.4","8.8","11.2"
"Acute lower respiratory infections","2001","2.5","10.2","12.7"
"Acute lower respiratory infections","2000","2.5","10.2","12.7"
"Prematurity","2015","8.2","1","9.2"
"Prematurity","2014","8.3","1","9.4"
"Prematurity","2013","8.5","1","9.5"
"Prematurity","2012","8.7","1","9.7"
"Prematurity","2011","8.9","1","9.8"
"Prematurity","2010","9.1","1","10"
"Prematurity","2009","9.2","1","10.2"
"Prematurity","2008","9.3","1","10.3"
"Prematurity","2007","9.3","1","10.3"
"Prematurity","2006","9.3","1","10.4"
"Prematurity","2005","9.5","1","10.5"
"Prematurity","2004","9.8","1","10.8"
"Prematurity","2003","10.1","1","11.1"
"Prematurity","2002","10.4","1","11.4"
"Prematurity","2001","10.6","0.9","11.6"
"Prematurity","2000","10.8","0.9","11.7"
"Birth asphyxia and birth trauma","2015","8","0.7","8.7"
"Birth asphyxia and birth trauma","2014","8.3","0.7","9"
"Birth asphyxia and birth trauma","2013","8.6","0.7","9.2"
"Birth asphyxia and birth trauma","2012","8.8","0.6","9.5"
"Birth asphyxia and birth trauma","2011","9.1","0.6","9.7"
"Birth asphyxia and birth trauma","2010","9.3","0.6","9.9"
"Birth asphyxia and birth trauma","2009","9.5","0.7","10.2"
"Birth asphyxia and birth trauma","2008","9.7","0.7","10.4"
"Birth asphyxia and birth trauma","2007","9.9","0.7","10.5"
"Birth asphyxia and birth trauma","2006","10","0.7","10.7"
"Birth asphyxia and birth trauma","2005","10.1","0.7","10.7"
"Birth asphyxia and birth trauma","2004","10.2","0.6","10.8"
"Birth asphyxia and birth trauma","2003","10.3","0.6","10.9"
"Birth asphyxia and birth trauma","2002","10.4","0.6","11"
"Birth asphyxia and birth trauma","2001","10.7","0.6","11.3"
"Birth asphyxia and birth trauma","2000","11","0.5","11.5"
"Sepsis and other infectious conditions of the newborn","2015","5.4","0","5.4"
"Sepsis and other infectious conditions of the newborn","2014","5.5","0","5.5"
"Sepsis and other infectious conditions of the newborn","2013","5.7","0","5.7"
"Sepsis and other infectious conditions of the newborn","2012","5.9","0","5.9"
"Sepsis and other infectious conditions of the newborn","2011","6","0","6"
"Sepsis and other infectious conditions of the newborn","2010","6.2","0","6.2"
"Sepsis and other infectious conditions of the newborn","2009","6.3","0","6.3"
"Sepsis and other infectious conditions of the newborn","2008","6.5","0","6.5"
"Sepsis and other infectious conditions of the newborn","2007","6.6","0","6.6"
"Sepsis and other infectious conditions of the newborn","2006","6.6","0","6.6"
"Sepsis and other infectious conditions of the newborn","2005","6.6","0","6.6"
"Sepsis and other infectious conditions of the newborn","2004","6.5","0","6.5"
"Sepsis and other infectious conditions of the newborn","2003","6.4","0","6.4"
"Sepsis and other infectious conditions of the newborn","2002","6.4","0","6.4"
"Sepsis and other infectious conditions of the newborn","2001","6.6","0","6.6"
"Sepsis and other infectious conditions of the newborn","2000","6.8","0","6.8"
"Other communicable, perinatal and nutritional conditions","2015","1.3","4.5","5.9"
"Other communicable, perinatal and nutritional conditions","2014","1.4","4.6","6"
"Other communicable, perinatal and nutritional conditions","2013","1.4","4.5","5.9"
"Other communicable, perinatal and nutritional conditions","2012","1.5","4.3","5.7"
"Other communicable, perinatal and nutritional conditions","2011","1.5","4.1","5.6"
"Other communicable, perinatal and nutritional conditions","2010","1.5","4.2","5.7"
"Other communicable, perinatal and nutritional conditions","2009","1.5","4.4","5.9"
"Other communicable, perinatal and nutritional conditions","2008","1.5","4.5","6"
"Other communicable, perinatal and nutritional conditions","2007","1.5","4.7","6.2"
"Other communicable, perinatal and nutritional conditions","2006","1.5","4.6","6.2"
"Other communicable, perinatal and nutritional conditions","2005","1.5","4.5","6"
"Other communicable, perinatal and nutritional conditions","2004","1.5","4.4","5.9"
"Other communicable, perinatal and nutritional conditions","2003","1.5","4.3","5.8"
"Other communicable, perinatal and nutritional conditions","2002","1.5","4.3","5.8"
"Other communicable, perinatal and nutritional conditions","2001","1.5","3.9","5.4"
"Other communicable, perinatal and nutritional conditions","2000","1.5","3.9","5.4"
"Congenital anomalies","2015","2.9","2","4.9"
"Congenital anomalies","2014","2.9","2","4.9"
"Congenital anomalies","2013","2.9","2","4.8"
"Congenital anomalies","2012","2.8","1.8","4.7"
"Congenital anomalies","2011","2.8","1.8","4.5"
"Congenital anomalies","2010","2.7","1.8","4.5"
"Congenital anomalies","2009","2.7","1.8","4.5"
"Congenital anomalies","2008","2.6","1.8","4.4"
"Congenital anomalies","2007","2.6","1.8","4.4"
"Congenital anomalies","2006","2.5","1.8","4.3"
"Congenital anomalies","2005","2.5","1.7","4.2"
"Congenital anomalies","2004","2.4","1.6","4"
"Congenital anomalies","2003","2.4","1.5","3.9"
"Congenital anomalies","2002","2.3","1.5","3.9"
"Congenital anomalies","2001","2.3","1.4","3.7"
"Congenital anomalies","2000","2.3","1.3","3.6"
"Other noncommunicable diseases","2015","0.1","1.8","1.8"
"Other noncommunicable diseases","2014","0.1","1.8","1.8"
"Other noncommunicable diseases","2013","0.1","1.7","1.8"
"Other noncommunicable diseases","2012","0.1","1.7","1.7"
"Other noncommunicable diseases","2011","0.1","1.6","1.7"
"Other noncommunicable diseases","2010","0.1","1.6","1.7"
"Other noncommunicable diseases","2009","0.1","1.7","1.7"
"Other noncommunicable diseases","2008","0.1","1.7","1.8"
"Other noncommunicable diseases","2007","0.1","1.8","1.8"
"Other noncommunicable diseases","2006","0.1","1.7","1.8"
"Other noncommunicable diseases","2005","0.1","1.7","1.7"
"Other noncommunicable diseases","2004","0.1","1.7","1.7"
"Other noncommunicable diseases","2003","0.1","1.6","1.7"
"Other noncommunicable diseases","2002","0.1","1.6","1.7"
"Other noncommunicable diseases","2001","0.1","1.5","1.5"
"Other noncommunicable diseases","2000","0.1","1.5","1.5"
"Injuries","2015","0.3","3.3","3.6"
"Injuries","2014","0.3","3.3","3.6"
"Injuries","2013","0.3","3.2","3.6"
"Injuries","2012","0.3","3.1","3.4"
"Injuries","2011","0.4","3","3.3"
"Injuries","2010","0.4","3","3.3"
"Injuries","2009","0.4","3.1","3.4"
"Injuries","2008","0.4","3.1","3.5"
"Injuries","2007","0.4","3.2","3.6"
"Injuries","2006","0.4","3.2","3.6"
"Injuries","2005","0.4","3.1","3.5"
"Injuries","2004","0.4","3","3.4"
"Injuries","2003","0.4","3","3.4"
"Injuries","2002","0.4","2.9","3.3"
"Injuries","2001","0.4","2.7","3.1"
"Injuries","2000","0.4","2.7","3.1"
