,,"Deaths per 1 000 live births","Deaths per 1 000 live births","Deaths per 1 000 live births"
"Malaria","2007","0","19.6","19.6"
"Malaria","2006","0","23.6","23.6"
"Malaria","2005","0","26.5","26.5"
"Malaria","2004","0","28.3","28.3"
"Malaria","2003","0","29.1","29.1"
"Malaria","2002","0","29.5","29.5"
"Malaria","2001","0","29.1","29.1"
"Malaria","2000","0","29.7","29.7"
"Acute lower respiratory infections","2015","1.8","11.7","13.5"
"Acute lower respiratory infections","2014","1.8","12.1","13.9"
"Acute lower respiratory infections","2013","1.9","12.3","14.1"
"Acute lower respiratory infections","2012","1.9","13","14.9"
"Acute lower respiratory infections","2011","1.9","15.7","17.6"
"Acute lower respiratory infections","2010","2","16.6","18.6"
"Acute lower respiratory infections","2009","2","16.8","18.8"
"Acute lower respiratory infections","2008","2","18.9","21"
"Acute lower respiratory infections","2007","2.1","18.5","20.6"
"Acute lower respiratory infections","2006","2.1","18.6","20.7"
"Acute lower respiratory infections","2005","2.2","18.5","20.7"
"Acute lower respiratory infections","2004","2.2","19","21.2"
"Acute lower respiratory infections","2003","2.3","20","22.2"
"Acute lower respiratory infections","2002","2.3","21.1","23.4"
"Acute lower respiratory infections","2001","2.4","21.8","24.2"
"Acute lower respiratory infections","2000","2.5","23.1","25.6"
"Prematurity","2015","6.9","2.1","9"
"Prematurity","2014","7.1","2.1","9.2"
"Prematurity","2013","7.2","2.2","9.4"
"Prematurity","2012","7.3","2.2","9.6"
"Prematurity","2011","7.5","2.1","9.6"
"Prematurity","2010","7.6","2.1","9.7"
"Prematurity","2009","7.7","2.1","9.7"
"Prematurity","2008","7.9","1.9","9.8"
"Prematurity","2007","8.3","1.8","10.1"
"Prematurity","2006","8.7","1.8","10.5"
"Prematurity","2005","9","1.8","10.9"
"Prematurity","2004","9.3","1.9","11.2"
"Prematurity","2003","9.7","1.9","11.7"
"Prematurity","2002","10.2","2","12.3"
"Prematurity","2001","10.8","2.1","12.9"
"Prematurity","2000","11.3","2.2","13.5"
"Birth asphyxia and birth trauma","2015","8.2","1.1","9.4"
"Birth asphyxia and birth trauma","2014","8.4","1.2","9.6"
"Birth asphyxia and birth trauma","2013","8.6","1.2","9.8"
"Birth asphyxia and birth trauma","2012","8.7","1.2","10"
"Birth asphyxia and birth trauma","2011","9","1.2","10.1"
"Birth asphyxia and birth trauma","2010","9.2","1.2","10.3"
"Birth asphyxia and birth trauma","2009","9.3","1.1","10.4"
"Birth asphyxia and birth trauma","2008","9.4","1","10.4"
"Birth asphyxia and birth trauma","2007","9.5","1","10.5"
"Birth asphyxia and birth trauma","2006","9.6","1","10.6"
"Birth asphyxia and birth trauma","2005","9.8","1","10.8"
"Birth asphyxia and birth trauma","2004","10","1","11"
"Birth asphyxia and birth trauma","2003","10.2","1.1","11.2"
"Birth asphyxia and birth trauma","2002","10.5","1.1","11.6"
"Birth asphyxia and birth trauma","2001","10.8","1.1","11.9"
"Birth asphyxia and birth trauma","2000","11.1","1.2","12.3"
"Sepsis and other infectious conditions of the newborn","2015","4.6","0","4.6"
"Sepsis and other infectious conditions of the newborn","2014","4.7","0","4.7"
"Sepsis and other infectious conditions of the newborn","2013","4.7","0","4.7"
"Sepsis and other infectious conditions of the newborn","2012","4.8","0","4.8"
"Sepsis and other infectious conditions of the newborn","2011","4.9","0","4.9"
"Sepsis and other infectious conditions of the newborn","2010","5.2","0","5.2"
"Sepsis and other infectious conditions of the newborn","2009","5.3","0","5.3"
"Sepsis and other infectious conditions of the newborn","2008","5.5","0","5.5"
"Sepsis and other infectious conditions of the newborn","2007","5.5","0","5.5"
"Sepsis and other infectious conditions of the newborn","2006","5.5","0","5.5"
"Sepsis and other infectious conditions of the newborn","2005","5.4","0","5.4"
"Sepsis and other infectious conditions of the newborn","2004","5.3","0","5.3"
"Sepsis and other infectious conditions of the newborn","2003","5.1","0","5.1"
"Sepsis and other infectious conditions of the newborn","2002","5","0","5"
"Sepsis and other infectious conditions of the newborn","2001","4.9","0","4.9"
"Sepsis and other infectious conditions of the newborn","2000","4.9","0","4.9"
"Other communicable, perinatal and nutritional conditions","2015","1.3","7.9","9.3"
"Other communicable, perinatal and nutritional conditions","2014","1.4","8.1","9.5"
"Other communicable, perinatal and nutritional conditions","2013","1.4","8.3","9.7"
"Other communicable, perinatal and nutritional conditions","2012","1.4","8.5","9.9"
"Other communicable, perinatal and nutritional conditions","2011","1.4","8.1","9.6"
"Other communicable, perinatal and nutritional conditions","2010","1.5","8.1","9.6"
"Other communicable, perinatal and nutritional conditions","2009","1.5","8.1","9.6"
"Other communicable, perinatal and nutritional conditions","2008","1.5","7.3","8.8"
"Other communicable, perinatal and nutritional conditions","2007","1.5","7.1","8.6"
"Other communicable, perinatal and nutritional conditions","2006","1.4","7.2","8.7"
"Other communicable, perinatal and nutritional conditions","2005","1.4","7.2","8.7"
"Other communicable, perinatal and nutritional conditions","2004","1.4","7.5","9"
"Other communicable, perinatal and nutritional conditions","2003","1.4","8","9.4"
"Other communicable, perinatal and nutritional conditions","2002","1.4","8.5","9.9"
"Other communicable, perinatal and nutritional conditions","2001","1.5","8.8","10.3"
"Other communicable, perinatal and nutritional conditions","2000","1.5","10.1","11.6"
"Congenital anomalies","2015","2","3.4","5.4"
"Congenital anomalies","2014","2","3.5","5.5"
"Congenital anomalies","2013","2","3.6","5.5"
"Congenital anomalies","2012","1.9","3.6","5.5"
"Congenital anomalies","2011","1.9","3.4","5.3"
"Congenital anomalies","2010","1.9","3.4","5.2"
"Congenital anomalies","2009","1.8","3.3","5.1"
"Congenital anomalies","2008","1.8","3","4.7"
"Congenital anomalies","2007","1.8","2.9","4.6"
"Congenital anomalies","2006","1.7","2.9","4.6"
"Congenital anomalies","2005","1.7","2.8","4.5"
"Congenital anomalies","2004","1.7","2.9","4.6"
"Congenital anomalies","2003","1.7","3","4.7"
"Congenital anomalies","2002","1.7","3.1","4.8"
"Congenital anomalies","2001","1.7","3.2","4.9"
"Congenital anomalies","2000","1.8","3.4","5.2"
"Other noncommunicable diseases","2015","0.1","5","5"
"Other noncommunicable diseases","2014","0.1","5.1","5.2"
"Other noncommunicable diseases","2013","0.1","5.2","5.3"
"Other noncommunicable diseases","2012","0.1","5.3","5.3"
"Other noncommunicable diseases","2011","0.1","5","5"
"Other noncommunicable diseases","2010","0.1","4.8","4.9"
"Other noncommunicable diseases","2009","0.1","4.7","4.7"
"Other noncommunicable diseases","2008","0.1","4.1","4.1"
"Other noncommunicable diseases","2007","0","3.9","4"
"Other noncommunicable diseases","2006","0","3.8","3.9"
"Other noncommunicable diseases","2005","0","3.7","3.8"
"Other noncommunicable diseases","2004","0","3.7","3.8"
"Other noncommunicable diseases","2003","0","3.9","3.9"
"Other noncommunicable diseases","2002","0","4","4"
"Other noncommunicable diseases","2001","0","4.1","4.1"
"Other noncommunicable diseases","2000","0","3.6","3.6"
"Injuries","2015","0.3","5.7","6"
"Injuries","2014","0.3","5.9","6.1"
"Injuries","2013","0.3","5.9","6.2"
"Injuries","2012","0.3","5.9","6.2"
"Injuries","2011","0.3","5.6","5.9"
"Injuries","2010","0.3","5.5","5.8"
"Injuries","2009","0.3","5.3","5.6"
"Injuries","2008","0.3","4.7","5"
"Injuries","2007","0.3","4.5","4.8"
"Injuries","2006","0.3","4.5","4.7"
"Injuries","2005","0.3","4.4","4.7"
"Injuries","2004","0.3","4.4","4.7"
"Injuries","2003","0.3","4.5","4.8"
"Injuries","2002","0.3","4.7","5"
"Injuries","2001","0.3","4.8","5"
"Injuries","2000","0.3","4.9","5.2"
