,,"Deaths per 1 000 live births","Deaths per 1 000 live births","Deaths per 1 000 live births"
"Pertussis","2008","0.1","1.2","1.2"
"Pertussis","2007","0.1","1.1","1.2"
"Pertussis","2006","0.1","1.1","1.2"
"Pertussis","2005","0.1","1.1","1.2"
"Pertussis","2004","0.1","1.1","1.2"
"Pertussis","2003","0.1","1.2","1.2"
"Pertussis","2002","0.1","1.2","1.2"
"Pertussis","2001","0.1","1.2","1.3"
"Pertussis","2000","0.1","1.2","1.3"
"Tetanus","2015","0.3","0","0.3"
"Tetanus","2014","0.4","0","0.4"
"Tetanus","2013","0.4","0","0.4"
"Tetanus","2012","0.4","0","0.4"
"Tetanus","2011","0.4","0","0.4"
"Tetanus","2010","0.4","0","0.4"
"Tetanus","2009","0.3","0","0.4"
"Tetanus","2008","0.4","0","0.4"
"Tetanus","2007","0.4","0","0.4"
"Tetanus","2006","0.5","0","0.5"
"Tetanus","2005","0.6","0","0.7"
"Tetanus","2004","0.8","0","0.8"
"Tetanus","2003","0.9","0","0.9"
"Tetanus","2002","1.1","0","1.1"
"Tetanus","2001","1.3","0","1.3"
"Tetanus","2000","1.6","0","1.7"
"Measles","2015","0","0.3","0.3"
"Measles","2014","0","1.4","1.4"
"Measles","2013","0","0.3","0.3"
"Measles","2012","0","1.5","1.5"
"Measles","2011","0","1.1","1.1"
"Measles","2010","0","0.4","0.4"
"Measles","2009","0","2.2","2.2"
"Measles","2008","0","1.3","1.3"
"Measles","2007","0","0.4","0.4"
"Measles","2006","0","1.8","1.8"
"Measles","2005","0","1.2","1.2"
"Measles","2004","0","0.2","0.2"
"Measles","2003","0","7.8","7.8"
"Measles","2002","0","10.1","10.1"
"Measles","2001","0","22.8","22.8"
"Measles","2000","0","26.9","26.9"
"Meningitis/encephalitis","2015","0","2.6","2.6"
"Meningitis/encephalitis","2014","0","2.7","2.7"
"Meningitis/encephalitis","2013","0","2.6","2.6"
"Meningitis/encephalitis","2012","0","2.7","2.7"
"Meningitis/encephalitis","2011","0","2.8","2.8"
"Meningitis/encephalitis","2010","0","2.9","2.9"
"Meningitis/encephalitis","2009","0","3.1","3.1"
"Meningitis/encephalitis","2008","0","5.9","5.9"
"Meningitis/encephalitis","2007","0","4.1","4.1"
"Meningitis/encephalitis","2006","0","4.2","4.2"
"Meningitis/encephalitis","2005","0","4.2","4.2"
"Meningitis/encephalitis","2004","0","4.2","4.2"
"Meningitis/encephalitis","2003","0","4.3","4.3"
"Meningitis/encephalitis","2002","0","4.4","4.4"
"Meningitis/encephalitis","2001","0","4.4","4.4"
"Meningitis/encephalitis","2000","0","4.5","4.5"
"Malaria","2015","0","18.6","18.6"
"Malaria","2014","0","20","20"
"Malaria","2013","0","21.4","21.4"
"Malaria","2012","0","22.4","22.4"
"Malaria","2011","0","23.5","23.5"
"Malaria","2010","0","24.3","24.3"
"Malaria","2009","0","25.2","25.2"
"Malaria","2008","0","24.4","24.4"
"Malaria","2007","0","26.2","26.2"
"Malaria","2006","0","27.6","27.6"
"Malaria","2005","0","29.4","29.4"
"Malaria","2004","0","31.8","31.8"
"Malaria","2003","0","34.4","34.4"
"Malaria","2002","0","36.9","36.9"
"Malaria","2001","0","38.7","38.7"
"Malaria","2000","0","39.8","39.8"
"Acute lower respiratory infections","2015","2.1","13.3","15.4"
"Acute lower respiratory infections","2014","2.1","13.6","15.8"
"Acute lower respiratory infections","2013","2.2","13.5","15.7"
"Acute lower respiratory infections","2012","2.2","13.8","16"
"Acute lower respiratory infections","2011","2.3","14.2","16.5"
"Acute lower respiratory infections","2010","2.3","14.8","17.1"
"Acute lower respiratory infections","2009","2.3","15.7","18"
"Acute lower respiratory infections","2008","2.4","17.7","20.1"
"Acute lower respiratory infections","2007","2.6","18.7","21.3"
"Acute lower respiratory infections","2006","2.7","19","21.7"
"Acute lower respiratory infections","2005","2.9","19.2","22.1"
"Acute lower respiratory infections","2004","3","19.5","22.5"
"Acute lower respiratory infections","2003","3.1","19.9","22.9"
"Acute lower respiratory infections","2002","3.1","20.3","23.4"
"Acute lower respiratory infections","2001","3.3","20.6","23.9"
"Acute lower respiratory infections","2000","3.4","20.8","24.2"
"Prematurity","2015","8.2","1.1","9.3"
"Prematurity","2014","8.2","1.2","9.4"
"Prematurity","2013","8.5","1.2","9.7"
"Prematurity","2012","8.6","1.2","9.8"
"Prematurity","2011","8.7","1.3","10"
"Prematurity","2010","8.7","1.3","10"
"Prematurity","2009","8.7","1.4","10"
"Prematurity","2008","8.7","1.3","10.1"
"Prematurity","2007","9","1.4","10.4"
"Prematurity","2006","9.5","1.4","10.9"
"Prematurity","2005","10","1.4","11.4"
"Prematurity","2004","10.6","1.4","12"
"Prematurity","2003","11.1","1.4","12.5"
"Prematurity","2002","11.5","1.5","13"
"Prematurity","2001","12","1.5","13.5"
"Prematurity","2000","12.5","1.5","14"
"Birth asphyxia and birth trauma","2015","9.8","1","10.8"
"Birth asphyxia and birth trauma","2014","10","1.1","11.1"
"Birth asphyxia and birth trauma","2013","10.3","1.1","11.4"
"Birth asphyxia and birth trauma","2012","10.4","1.1","11.5"
"Birth asphyxia and birth trauma","2011","10.5","1.1","11.7"
"Birth asphyxia and birth trauma","2010","10.7","1.2","11.9"
"Birth asphyxia and birth trauma","2009","10.9","1.2","12.1"
"Birth asphyxia and birth trauma","2008","11.4","1.2","12.6"
"Birth asphyxia and birth trauma","2007","11.9","1.2","13.2"
"Birth asphyxia and birth trauma","2006","12.5","1.2","13.8"
"Birth asphyxia and birth trauma","2005","13","1.3","14.2"
"Birth asphyxia and birth trauma","2004","13.3","1.3","14.6"
"Birth asphyxia and birth trauma","2003","13.6","1.3","14.9"
"Birth asphyxia and birth trauma","2002","13.9","1.3","15.2"
"Birth asphyxia and birth trauma","2001","14.4","1.3","15.7"
"Birth asphyxia and birth trauma","2000","15.1","1.3","16.5"
"Sepsis and other infectious conditions of the newborn","2015","6.6","0","6.6"
"Sepsis and other infectious conditions of the newborn","2014","6.8","0","6.8"
"Sepsis and other infectious conditions of the newborn","2013","7","0","7"
"Sepsis and other infectious conditions of the newborn","2012","7.3","0","7.3"
"Sepsis and other infectious conditions of the newborn","2011","7.8","0","7.8"
"Sepsis and other infectious conditions of the newborn","2010","8.3","0","8.3"
"Sepsis and other infectious conditions of the newborn","2009","8.7","0","8.7"
"Sepsis and other infectious conditions of the newborn","2008","8.9","0","8.9"
"Sepsis and other infectious conditions of the newborn","2007","9.1","0","9.1"
"Sepsis and other infectious conditions of the newborn","2006","9.3","0","9.3"
"Sepsis and other infectious conditions of the newborn","2005","9.5","0","9.5"
"Sepsis and other infectious conditions of the newborn","2004","9.5","0","9.5"
"Sepsis and other infectious conditions of the newborn","2003","9.6","0","9.6"
"Sepsis and other infectious conditions of the newborn","2002","9.7","0","9.7"
"Sepsis and other infectious conditions of the newborn","2001","9.9","0","9.9"
"Sepsis and other infectious conditions of the newborn","2000","10.1","0","10.1"
"Other communicable, perinatal and nutritional conditions","2015","1.6","6.4","8"
"Other communicable, perinatal and nutritional conditions","2014","1.6","6.6","8.2"
"Other communicable, perinatal and nutritional conditions","2013","1.6","6.7","8.3"
"Other communicable, perinatal and nutritional conditions","2012","1.6","6.7","8.4"
"Other communicable, perinatal and nutritional conditions","2011","1.7","6.9","8.6"
"Other communicable, perinatal and nutritional conditions","2010","1.7","7.2","9"
"Other communicable, perinatal and nutritional conditions","2009","1.8","7.5","9.3"
"Other communicable, perinatal and nutritional conditions","2008","1.9","7.2","9.1"
"Other communicable, perinatal and nutritional conditions","2007","2","7.6","9.6"
"Other communicable, perinatal and nutritional conditions","2006","2.1","7.7","9.7"
"Other communicable, perinatal and nutritional conditions","2005","2.1","7.7","9.8"
"Other communicable, perinatal and nutritional conditions","2004","2.1","7.8","9.9"
"Other communicable, perinatal and nutritional conditions","2003","2.1","7.9","10"
"Other communicable, perinatal and nutritional conditions","2002","2.1","8","10.1"
"Other communicable, perinatal and nutritional conditions","2001","2.1","8.1","10.2"
"Other communicable, perinatal and nutritional conditions","2000","2.1","8.1","10.3"
"Congenital anomalies","2015","2.2","2","4.2"
"Congenital anomalies","2014","2.2","2","4.2"
"Congenital anomalies","2013","2.2","2.1","4.2"
"Congenital anomalies","2012","2.1","2.1","4.2"
"Congenital anomalies","2011","2.1","2.2","4.2"
"Congenital anomalies","2010","2","2.2","4.2"
"Congenital anomalies","2009","2","2.3","4.3"
"Congenital anomalies","2008","2","2.2","4.2"
"Congenital anomalies","2007","2","2.3","4.4"
"Congenital anomalies","2006","2.1","2.3","4.4"
"Congenital anomalies","2005","2.1","2.3","4.4"
"Congenital anomalies","2004","2.1","2.4","4.5"
"Congenital anomalies","2003","2.1","2.4","4.5"
"Congenital anomalies","2002","2.2","2.4","4.6"
"Congenital anomalies","2001","2.3","2.4","4.7"
"Congenital anomalies","2000","2.4","2.4","4.8"
"Other noncommunicable diseases","2015","0","2.3","2.3"
"Other noncommunicable diseases","2014","0","2.3","2.4"
"Other noncommunicable diseases","2013","0","2.4","2.4"
"Other noncommunicable diseases","2012","0","2.4","2.4"
"Other noncommunicable diseases","2011","0","2.4","2.5"
"Other noncommunicable diseases","2010","0","2.5","2.6"
"Other noncommunicable diseases","2009","0","2.6","2.7"
"Other noncommunicable diseases","2008","0","2.5","2.5"
"Other noncommunicable diseases","2007","0","2.6","2.7"
"Other noncommunicable diseases","2006","0","2.7","2.7"
"Other noncommunicable diseases","2005","0","2.7","2.7"
"Other noncommunicable diseases","2004","0","2.7","2.7"
"Other noncommunicable diseases","2003","0","2.7","2.8"
"Other noncommunicable diseases","2002","0","2.8","2.8"
"Other noncommunicable diseases","2001","0","2.8","2.8"
"Other noncommunicable diseases","2000","0","2.8","2.8"
"Injuries","2015","0.3","4.1","4.4"
"Injuries","2014","0.3","4.2","4.4"
"Injuries","2013","0.3","4.2","4.5"
"Injuries","2012","0.3","4.2","4.5"
"Injuries","2011","0.3","4.3","4.6"
"Injuries","2010","0.3","4.4","4.7"
"Injuries","2009","0.3","4.5","4.8"
"Injuries","2008","0.3","4.2","4.6"
"Injuries","2007","0.3","4.4","4.7"
"Injuries","2006","0.3","4.4","4.7"
"Injuries","2005","0.3","4.3","4.7"
"Injuries","2004","0.4","4.3","4.7"
"Injuries","2003","0.4","4.3","4.7"
"Injuries","2002","0.4","4.3","4.7"
"Injuries","2001","0.4","4.2","4.6"
"Injuries","2000","0.4","4.2","4.6"
