,,"Deaths per 1 000 live births","Deaths per 1 000 live births","Deaths per 1 000 live births"
"Tetanus","2015","0.2","0","0.2"
"Tetanus","2014","0.2","0","0.2"
"Tetanus","2013","0.2","0","0.2"
"Tetanus","2012","0.2","0","0.2"
"Tetanus","2011","0.2","0","0.2"
"Tetanus","2010","0.2","0","0.3"
"Tetanus","2009","0.3","0","0.3"
"Tetanus","2008","0.3","0","0.3"
"Tetanus","2007","0.4","0","0.4"
"Tetanus","2006","0.5","0","0.5"
"Tetanus","2005","0.6","0","0.6"
"Tetanus","2004","0.7","0","0.7"
"Tetanus","2003","0.9","0","0.9"
"Tetanus","2002","1","0","1"
"Tetanus","2001","1.2","0","1.2"
"Tetanus","2000","1.3","0","1.3"
"Measles","2015","0","2","2"
"Measles","2014","0","1.7","1.7"
"Measles","2013","0","1.9","1.9"
"Measles","2012","0","15.3","15.3"
"Measles","2011","0","2.5","2.5"
"Measles","2010","0","4.4","4.4"
"Measles","2009","0","28.3","28.3"
"Measles","2008","0","0.8","0.8"
"Measles","2007","0","1.4","1.4"
"Measles","2006","0","1.5","1.5"
"Measles","2005","0","0.9","0.9"
"Measles","2004","0","1.9","1.9"
"Measles","2003","0","8.7","8.7"
"Measles","2002","0","12.3","12.3"
"Measles","2001","0","12.5","12.5"
"Measles","2000","0","22.7","22.7"
"Meningitis/encephalitis","2015","0","1.8","1.8"
"Meningitis/encephalitis","2014","0","1.8","1.8"
"Meningitis/encephalitis","2013","0","2.8","2.8"
"Meningitis/encephalitis","2012","0","2.9","2.9"
"Meningitis/encephalitis","2011","0","1.8","1.8"
"Meningitis/encephalitis","2010","0","1.8","1.8"
"Meningitis/encephalitis","2009","0","1.8","1.8"
"Meningitis/encephalitis","2008","0","3","3"
"Meningitis/encephalitis","2007","0","3.5","3.5"
"Meningitis/encephalitis","2006","0","4.1","4.1"
"Meningitis/encephalitis","2005","0","6","6"
"Meningitis/encephalitis","2004","0","6.1","6.1"
"Meningitis/encephalitis","2003","0","6","6"
"Meningitis/encephalitis","2002","0","5.8","5.8"
"Meningitis/encephalitis","2001","0","5.6","5.6"
"Meningitis/encephalitis","2000","0","5.4","5.4"
"Malaria","2015","0","18.8","18.8"
"Malaria","2014","0","21.5","21.5"
"Malaria","2013","0","23.4","23.4"
"Malaria","2012","0","28.7","28.7"
"Malaria","2011","0","35.9","35.9"
"Malaria","2010","0","42.3","42.3"
"Malaria","2009","0","47.4","47.4"
"Malaria","2008","0","50.1","50.1"
"Malaria","2007","0","51.9","51.9"
"Malaria","2006","0","53.3","53.3"
"Malaria","2005","0","53.5","53.5"
"Malaria","2004","0","57.9","57.9"
"Malaria","2003","0","63.5","63.5"
"Malaria","2002","0","68.2","68.2"
"Malaria","2001","0","71.6","71.6"
"Malaria","2000","0","73.6","73.6"
"Acute lower respiratory infections","2015","1.6","9.7","11.3"
"Acute lower respiratory infections","2014","1.7","9.8","11.5"
"Acute lower respiratory infections","2013","1.7","12.1","13.8"
"Acute lower respiratory infections","2012","1.8","11.5","13.2"
"Acute lower respiratory infections","2011","1.8","10.8","12.6"
"Acute lower respiratory infections","2010","1.9","10.3","12.2"
"Acute lower respiratory infections","2009","2","10.5","12.4"
"Acute lower respiratory infections","2008","2.1","11.4","13.4"
"Acute lower respiratory infections","2007","2.2","13","15.2"
"Acute lower respiratory infections","2006","2.3","14.8","17.1"
"Acute lower respiratory infections","2005","2.4","18.2","20.5"
"Acute lower respiratory infections","2004","2.5","18.4","20.9"
"Acute lower respiratory infections","2003","2.6","18","20.6"
"Acute lower respiratory infections","2002","2.7","17.3","20"
"Acute lower respiratory infections","2001","2.8","16.7","19.5"
"Acute lower respiratory infections","2000","2.8","16.1","19"
"Prematurity","2015","8.3","1.5","9.9"
"Prematurity","2014","8.4","1.5","10"
"Prematurity","2013","8.6","1.4","10"
"Prematurity","2012","8.8","1.3","10.1"
"Prematurity","2011","9","1.2","10.2"
"Prematurity","2010","9.4","1.1","10.6"
"Prematurity","2009","9.9","1.2","11"
"Prematurity","2008","10.3","1.2","11.6"
"Prematurity","2007","10.8","1.4","12.2"
"Prematurity","2006","11.4","1.5","13"
"Prematurity","2005","12","1.5","13.6"
"Prematurity","2004","12.7","1.6","14.2"
"Prematurity","2003","13.1","1.5","14.6"
"Prematurity","2002","13.5","1.5","15"
"Prematurity","2001","13.8","1.4","15.2"
"Prematurity","2000","14","1.3","15.4"
"Birth asphyxia and birth trauma","2015","7.2","0.8","8"
"Birth asphyxia and birth trauma","2014","7.4","0.8","8.2"
"Birth asphyxia and birth trauma","2013","7.6","0.7","8.3"
"Birth asphyxia and birth trauma","2012","7.9","0.7","8.5"
"Birth asphyxia and birth trauma","2011","8.1","0.6","8.7"
"Birth asphyxia and birth trauma","2010","8.4","0.6","9"
"Birth asphyxia and birth trauma","2009","8.7","0.6","9.3"
"Birth asphyxia and birth trauma","2008","9","0.6","9.7"
"Birth asphyxia and birth trauma","2007","9.4","0.7","10.1"
"Birth asphyxia and birth trauma","2006","9.7","0.8","10.5"
"Birth asphyxia and birth trauma","2005","10","0.8","10.8"
"Birth asphyxia and birth trauma","2004","10.5","0.8","11.3"
"Birth asphyxia and birth trauma","2003","10.9","0.8","11.7"
"Birth asphyxia and birth trauma","2002","11.3","0.8","12"
"Birth asphyxia and birth trauma","2001","11.6","0.7","12.3"
"Birth asphyxia and birth trauma","2000","11.8","0.7","12.5"
"Sepsis and other infectious conditions of the newborn","2015","6","0","6"
"Sepsis and other infectious conditions of the newborn","2014","6.2","0","6.2"
"Sepsis and other infectious conditions of the newborn","2013","6.4","0","6.4"
"Sepsis and other infectious conditions of the newborn","2012","6.6","0","6.6"
"Sepsis and other infectious conditions of the newborn","2011","6.8","0","6.8"
"Sepsis and other infectious conditions of the newborn","2010","7","0","7"
"Sepsis and other infectious conditions of the newborn","2009","7.2","0","7.2"
"Sepsis and other infectious conditions of the newborn","2008","7.4","0","7.4"
"Sepsis and other infectious conditions of the newborn","2007","7.5","0","7.5"
"Sepsis and other infectious conditions of the newborn","2006","7.7","0","7.7"
"Sepsis and other infectious conditions of the newborn","2005","7.9","0","7.9"
"Sepsis and other infectious conditions of the newborn","2004","8","0","8"
"Sepsis and other infectious conditions of the newborn","2003","8","0","8"
"Sepsis and other infectious conditions of the newborn","2002","8","0","8"
"Sepsis and other infectious conditions of the newborn","2001","7.9","0","7.9"
"Sepsis and other infectious conditions of the newborn","2000","7.8","0","7.8"
"Other communicable, perinatal and nutritional conditions","2015","1.1","7.5","8.6"
"Other communicable, perinatal and nutritional conditions","2014","1.1","7.4","8.5"
"Other communicable, perinatal and nutritional conditions","2013","1.1","6.5","7.6"
"Other communicable, perinatal and nutritional conditions","2012","1.2","6","7.1"
"Other communicable, perinatal and nutritional conditions","2011","1.2","5.5","6.7"
"Other communicable, perinatal and nutritional conditions","2010","1.2","5.1","6.3"
"Other communicable, perinatal and nutritional conditions","2009","1.3","5.2","6.4"
"Other communicable, perinatal and nutritional conditions","2008","1.3","5.6","6.9"
"Other communicable, perinatal and nutritional conditions","2007","1.3","6.3","7.7"
"Other communicable, perinatal and nutritional conditions","2006","1.4","6.9","8.2"
"Other communicable, perinatal and nutritional conditions","2005","1.4","6.8","8.2"
"Other communicable, perinatal and nutritional conditions","2004","1.4","6.7","8.1"
"Other communicable, perinatal and nutritional conditions","2003","1.5","6.4","7.8"
"Other communicable, perinatal and nutritional conditions","2002","1.5","6","7.5"
"Other communicable, perinatal and nutritional conditions","2001","1.5","5.6","7.1"
"Other communicable, perinatal and nutritional conditions","2000","1.5","5.3","6.8"
"Congenital anomalies","2015","1.8","2","3.8"
"Congenital anomalies","2014","1.8","2","3.7"
"Congenital anomalies","2013","1.7","1.7","3.5"
"Congenital anomalies","2012","1.7","1.6","3.3"
"Congenital anomalies","2011","1.6","1.5","3.1"
"Congenital anomalies","2010","1.6","1.4","3"
"Congenital anomalies","2009","1.6","1.4","3"
"Congenital anomalies","2008","1.5","1.5","3.1"
"Congenital anomalies","2007","1.5","1.7","3.2"
"Congenital anomalies","2006","1.5","1.8","3.4"
"Congenital anomalies","2005","1.6","1.8","3.4"
"Congenital anomalies","2004","1.7","1.8","3.5"
"Congenital anomalies","2003","1.7","1.7","3.5"
"Congenital anomalies","2002","1.8","1.7","3.5"
"Congenital anomalies","2001","1.9","1.6","3.5"
"Congenital anomalies","2000","2","1.5","3.5"
"Other noncommunicable diseases","2015","0","4","4.1"
"Other noncommunicable diseases","2014","0","4","4.1"
"Other noncommunicable diseases","2013","0","3.5","3.6"
"Other noncommunicable diseases","2012","0","3.3","3.3"
"Other noncommunicable diseases","2011","0","3","3.1"
"Other noncommunicable diseases","2010","0","2.8","2.9"
"Other noncommunicable diseases","2009","0","2.8","2.9"
"Other noncommunicable diseases","2008","0","3.1","3.1"
"Other noncommunicable diseases","2007","0","3.5","3.5"
"Other noncommunicable diseases","2006","0","3.9","3.9"
"Other noncommunicable diseases","2005","0","3.9","4"
"Other noncommunicable diseases","2004","0","4","4"
"Other noncommunicable diseases","2003","0","3.9","3.9"
"Other noncommunicable diseases","2002","0","3.7","3.7"
"Other noncommunicable diseases","2001","0","3.5","3.5"
"Other noncommunicable diseases","2000","0","3.3","3.3"
"Injuries","2015","0.4","4.7","5.1"
"Injuries","2014","0.4","4.7","5"
"Injuries","2013","0.4","4.1","4.5"
"Injuries","2012","0.4","3.8","4.2"
"Injuries","2011","0.4","3.5","3.9"
"Injuries","2010","0.4","3.2","3.6"
"Injuries","2009","0.4","3.2","3.6"
"Injuries","2008","0.4","3.3","3.7"
"Injuries","2007","0.4","3.6","4"
"Injuries","2006","0.4","3.9","4.3"
"Injuries","2005","0.4","3.8","4.2"
"Injuries","2004","0.4","3.7","4.2"
"Injuries","2003","0.5","3.5","4"
"Injuries","2002","0.5","3.4","3.8"
"Injuries","2001","0.5","3.2","3.7"
"Injuries","2000","0.5","3.1","3.5"
