,,"Deaths per 1 000 live births","Deaths per 1 000 live births","Deaths per 1 000 live births"
"Pertussis","2004","0.1","1.3","1.3"
"Pertussis","2003","0.1","1.3","1.3"
"Pertussis","2002","0.1","1.3","1.3"
"Pertussis","2001","0.1","1.3","1.3"
"Pertussis","2000","0.1","1.3","1.4"
"Tetanus","2015","0.1","0","0.1"
"Tetanus","2014","0.1","0","0.1"
"Tetanus","2013","0.1","0","0.2"
"Tetanus","2012","0.2","0","0.2"
"Tetanus","2011","0.2","0","0.2"
"Tetanus","2010","0.2","0","0.2"
"Tetanus","2009","0.2","0","0.2"
"Tetanus","2008","0.3","0","0.3"
"Tetanus","2007","0.3","0","0.4"
"Tetanus","2006","0.5","0","0.5"
"Tetanus","2005","0.7","0","0.7"
"Tetanus","2004","0.8","0","0.8"
"Tetanus","2003","1","0","1"
"Tetanus","2002","1.1","0","1.2"
"Tetanus","2001","1.3","0","1.4"
"Tetanus","2000","1.7","0","1.7"
"Measles","2015","0","0.5","0.5"
"Measles","2014","0","1.3","1.3"
"Measles","2013","0","0.8","0.8"
"Measles","2012","0","0.8","0.8"
"Measles","2011","0","5.7","5.7"
"Measles","2010","0","11","11"
"Measles","2009","0","0.4","0.4"
"Measles","2008","0","0.1","0.1"
"Measles","2007","0","1","1"
"Measles","2006","0","0.9","0.9"
"Measles","2005","0","0.1","0.1"
"Measles","2004","0","3.3","3.3"
"Measles","2003","0","5.3","5.3"
"Measles","2002","0","7.7","7.7"
"Measles","2001","0","30.8","30.8"
"Measles","2000","0","32.9","32.9"
"Meningitis/encephalitis","2015","0","2.1","2.1"
"Meningitis/encephalitis","2014","0","2.2","2.2"
"Meningitis/encephalitis","2013","0","2.3","2.3"
"Meningitis/encephalitis","2012","0","2.4","2.4"
"Meningitis/encephalitis","2011","0","2.6","2.6"
"Meningitis/encephalitis","2010","0","3.3","3.3"
"Meningitis/encephalitis","2009","0","3.2","3.2"
"Meningitis/encephalitis","2008","0","3.4","3.4"
"Meningitis/encephalitis","2007","0","4.7","4.7"
"Meningitis/encephalitis","2006","0","4.9","4.9"
"Meningitis/encephalitis","2005","0","5.2","5.2"
"Meningitis/encephalitis","2004","0","5.4","5.4"
"Meningitis/encephalitis","2003","0","5.6","5.6"
"Meningitis/encephalitis","2002","0","5.7","5.7"
"Meningitis/encephalitis","2001","0","6","6"
"Meningitis/encephalitis","2000","0","6.2","6.2"
"Malaria","2015","0","8.7","8.7"
"Malaria","2014","0","9.8","9.8"
"Malaria","2013","0","10.5","10.5"
"Malaria","2012","0","11.2","11.2"
"Malaria","2011","0","12","12"
"Malaria","2010","0","12.6","12.6"
"Malaria","2009","0","14.5","14.5"
"Malaria","2008","0","17.1","17.1"
"Malaria","2007","0","19.3","19.3"
"Malaria","2006","0","23.3","23.3"
"Malaria","2005","0","27.9","27.9"
"Malaria","2004","0","33.2","33.2"
"Malaria","2003","0","38.8","38.8"
"Malaria","2002","0","43.9","43.9"
"Malaria","2001","0","48.2","48.2"
"Malaria","2000","0","51.9","51.9"
"Acute lower respiratory infections","2015","1.5","10","11.5"
"Acute lower respiratory infections","2014","1.5","10.3","11.9"
"Acute lower respiratory infections","2013","1.6","11.3","12.9"
"Acute lower respiratory infections","2012","1.6","11.8","13.5"
"Acute lower respiratory infections","2011","1.7","12.5","14.2"
"Acute lower respiratory infections","2010","1.8","13.9","15.7"
"Acute lower respiratory infections","2009","1.9","14","15.9"
"Acute lower respiratory infections","2008","2","14.4","16.4"
"Acute lower respiratory infections","2007","2.1","16.5","18.6"
"Acute lower respiratory infections","2006","2.2","16.8","19"
"Acute lower respiratory infections","2005","2.4","17.1","19.5"
"Acute lower respiratory infections","2004","2.5","17.5","20"
"Acute lower respiratory infections","2003","2.6","18.1","20.7"
"Acute lower respiratory infections","2002","2.7","18.8","21.5"
"Acute lower respiratory infections","2001","2.8","19.6","22.4"
"Acute lower respiratory infections","2000","3","20.5","23.5"
"Prematurity","2015","6.8","1.3","8"
"Prematurity","2014","6.9","1.3","8.2"
"Prematurity","2013","7.1","1.3","8.4"
"Prematurity","2012","7.2","1.4","8.6"
"Prematurity","2011","7.4","1.4","8.8"
"Prematurity","2010","7.6","1.5","9"
"Prematurity","2009","7.8","1.5","9.4"
"Prematurity","2008","8.3","1.6","9.9"
"Prematurity","2007","8.9","1.5","10.4"
"Prematurity","2006","9.8","1.5","11.4"
"Prematurity","2005","10.7","1.6","12.3"
"Prematurity","2004","11.4","1.6","13"
"Prematurity","2003","11.9","1.6","13.6"
"Prematurity","2002","12.5","1.7","14.2"
"Prematurity","2001","13.3","1.8","15"
"Prematurity","2000","13.9","1.8","15.7"
"Birth asphyxia and birth trauma","2015","6.7","0.7","7.5"
"Birth asphyxia and birth trauma","2014","7","0.7","7.7"
"Birth asphyxia and birth trauma","2013","7.2","0.8","8"
"Birth asphyxia and birth trauma","2012","7.5","0.8","8.3"
"Birth asphyxia and birth trauma","2011","7.8","0.8","8.7"
"Birth asphyxia and birth trauma","2010","8.1","0.8","9"
"Birth asphyxia and birth trauma","2009","8.5","0.9","9.4"
"Birth asphyxia and birth trauma","2008","8.9","0.9","9.8"
"Birth asphyxia and birth trauma","2007","9.4","0.9","10.3"
"Birth asphyxia and birth trauma","2006","10","0.9","10.8"
"Birth asphyxia and birth trauma","2005","10.5","0.9","11.4"
"Birth asphyxia and birth trauma","2004","11.1","0.9","12"
"Birth asphyxia and birth trauma","2003","11.6","0.9","12.6"
"Birth asphyxia and birth trauma","2002","12.1","0.9","13.1"
"Birth asphyxia and birth trauma","2001","12.6","1","13.5"
"Birth asphyxia and birth trauma","2000","13.2","1","14.2"
"Sepsis and other infectious conditions of the newborn","2015","5.3","0","5.3"
"Sepsis and other infectious conditions of the newborn","2014","5.5","0","5.5"
"Sepsis and other infectious conditions of the newborn","2013","5.6","0","5.6"
"Sepsis and other infectious conditions of the newborn","2012","5.7","0","5.7"
"Sepsis and other infectious conditions of the newborn","2011","5.9","0","5.9"
"Sepsis and other infectious conditions of the newborn","2010","6.1","0","6.1"
"Sepsis and other infectious conditions of the newborn","2009","6.3","0","6.3"
"Sepsis and other infectious conditions of the newborn","2008","6.6","0","6.6"
"Sepsis and other infectious conditions of the newborn","2007","6.6","0","6.6"
"Sepsis and other infectious conditions of the newborn","2006","6.4","0","6.4"
"Sepsis and other infectious conditions of the newborn","2005","6.2","0","6.2"
"Sepsis and other infectious conditions of the newborn","2004","6.2","0","6.2"
"Sepsis and other infectious conditions of the newborn","2003","6.4","0","6.4"
"Sepsis and other infectious conditions of the newborn","2002","6.7","0","6.7"
"Sepsis and other infectious conditions of the newborn","2001","7","0","7"
"Sepsis and other infectious conditions of the newborn","2000","6.9","0","6.9"
"Other communicable, perinatal and nutritional conditions","2015","1.2","6","7.2"
"Other communicable, perinatal and nutritional conditions","2014","1.2","6.2","7.4"
"Other communicable, perinatal and nutritional conditions","2013","1.2","6.3","7.5"
"Other communicable, perinatal and nutritional conditions","2012","1.3","6.6","7.9"
"Other communicable, perinatal and nutritional conditions","2011","1.4","6.9","8.2"
"Other communicable, perinatal and nutritional conditions","2010","1.4","7","8.4"
"Other communicable, perinatal and nutritional conditions","2009","1.5","7.4","8.9"
"Other communicable, perinatal and nutritional conditions","2008","1.5","7.5","9.1"
"Other communicable, perinatal and nutritional conditions","2007","1.5","7.1","8.6"
"Other communicable, perinatal and nutritional conditions","2006","1.5","7.2","8.7"
"Other communicable, perinatal and nutritional conditions","2005","1.6","7.3","8.9"
"Other communicable, perinatal and nutritional conditions","2004","1.6","7.4","9"
"Other communicable, perinatal and nutritional conditions","2003","1.7","7.6","9.3"
"Other communicable, perinatal and nutritional conditions","2002","1.7","7.9","9.7"
"Other communicable, perinatal and nutritional conditions","2001","1.8","8.2","10"
"Other communicable, perinatal and nutritional conditions","2000","1.8","8.6","10.4"
"Congenital anomalies","2015","2.1","2","4.1"
"Congenital anomalies","2014","2.1","2","4.1"
"Congenital anomalies","2013","2.1","2","4.1"
"Congenital anomalies","2012","2","2.1","4.1"
"Congenital anomalies","2011","2","2.2","4.2"
"Congenital anomalies","2010","2","2.2","4.2"
"Congenital anomalies","2009","1.9","2.3","4.2"
"Congenital anomalies","2008","1.9","2.3","4.2"
"Congenital anomalies","2007","1.9","2.2","4.1"
"Congenital anomalies","2006","1.8","2.2","4"
"Congenital anomalies","2005","1.8","2.2","4"
"Congenital anomalies","2004","1.8","2.2","4.1"
"Congenital anomalies","2003","1.9","2.3","4.1"
"Congenital anomalies","2002","1.9","2.4","4.3"
"Congenital anomalies","2001","2","2.4","4.4"
"Congenital anomalies","2000","2.2","2.5","4.7"
"Other noncommunicable diseases","2015","0","2.3","2.3"
"Other noncommunicable diseases","2014","0","2.3","2.4"
"Other noncommunicable diseases","2013","0","2.4","2.4"
"Other noncommunicable diseases","2012","0","2.5","2.5"
"Other noncommunicable diseases","2011","0","2.6","2.6"
"Other noncommunicable diseases","2010","0","2.6","2.6"
"Other noncommunicable diseases","2009","0","2.7","2.7"
"Other noncommunicable diseases","2008","0","2.7","2.8"
"Other noncommunicable diseases","2007","0","2.6","2.6"
"Other noncommunicable diseases","2006","0","2.6","2.6"
"Other noncommunicable diseases","2005","0","2.6","2.7"
"Other noncommunicable diseases","2004","0","2.6","2.7"
"Other noncommunicable diseases","2003","0","2.7","2.8"
"Other noncommunicable diseases","2002","0","2.8","2.8"
"Other noncommunicable diseases","2001","0","2.9","2.9"
"Other noncommunicable diseases","2000","0","3","3.1"
"Injuries","2015","0.2","4","4.2"
"Injuries","2014","0.2","4.1","4.3"
"Injuries","2013","0.2","4.1","4.3"
"Injuries","2012","0.2","4.3","4.5"
"Injuries","2011","0.2","4.4","4.6"
"Injuries","2010","0.2","4.4","4.6"
"Injuries","2009","0.2","4.5","4.7"
"Injuries","2008","0.2","4.5","4.7"
"Injuries","2007","0.2","4.2","4.4"
"Injuries","2006","0.2","4.1","4.4"
"Injuries","2005","0.2","4","4.3"
"Injuries","2004","0.3","4","4.2"
"Injuries","2003","0.3","3.9","4.2"
"Injuries","2002","0.3","3.9","4.2"
"Injuries","2001","0.3","3.9","4.2"
"Injuries","2000","0.3","3.9","4.3"
