,,"Distribution of causes of death among children aged < 5 years (%)","Distribution of causes of death among children aged < 5 years (%)","Distribution of causes of death among children aged < 5 years (%)"
"Pertussis","2005","0.1","1.5","1.1"
"Pertussis","2004","0.2","1.5","1.1"
"Pertussis","2003","0.1","1.5","1.1"
"Pertussis","2002","0.2","1.5","1.1"
"Pertussis","2001","0.2","1.4","1"
"Pertussis","2000","0.1","1.2","0.9"
"Tetanus","2015","1","0","0.4"
"Tetanus","2014","1.1","0","0.4"
"Tetanus","2013","1.1","0","0.4"
"Tetanus","2012","1.1","0","0.4"
"Tetanus","2011","1.1","0","0.4"
"Tetanus","2010","1.1","0","0.4"
"Tetanus","2009","1.2","0","0.4"
"Tetanus","2008","1.2","0","0.4"
"Tetanus","2007","1.3","0","0.4"
"Tetanus","2006","1.3","0","0.4"
"Tetanus","2005","1.4","0","0.5"
"Tetanus","2004","1.6","0","0.5"
"Tetanus","2003","1.8","0","0.6"
"Tetanus","2002","2.1","0","0.7"
"Tetanus","2001","2.3","0","0.7"
"Tetanus","2000","2.4","0","0.7"
"Measles","2015","0","0.7","0.4"
"Measles","2014","0","0.8","0.5"
"Measles","2013","0","2.8","1.9"
"Measles","2012","0","1.6","1.1"
"Measles","2011","0","0.7","0.5"
"Measles","2010","0","1.5","1"
"Measles","2009","0","1.1","0.7"
"Measles","2008","0","1.7","1.1"
"Measles","2007","0","1","0.7"
"Measles","2006","0","0.7","0.4"
"Measles","2005","0","0.3","0.2"
"Measles","2004","0","1.5","1"
"Measles","2003","0","1.4","0.9"
"Measles","2002","0","0.1","0.1"
"Measles","2001","0","10","7.1"
"Measles","2000","0","14.2","10.2"
"Meningitis/encephalitis","2015","0","3.4","2.3"
"Meningitis/encephalitis","2014","0","3.3","2.2"
"Meningitis/encephalitis","2013","0","3.6","2.4"
"Meningitis/encephalitis","2012","0","3.5","2.3"
"Meningitis/encephalitis","2011","0","3.2","2.2"
"Meningitis/encephalitis","2010","0","2.9","2"
"Meningitis/encephalitis","2009","0","2.8","1.9"
"Meningitis/encephalitis","2008","0","3.3","2.3"
"Meningitis/encephalitis","2007","0","3.6","2.4"
"Meningitis/encephalitis","2006","0","3.6","2.4"
"Meningitis/encephalitis","2005","0","3.6","2.4"
"Meningitis/encephalitis","2004","0","3.6","2.4"
"Meningitis/encephalitis","2003","0","3.6","2.4"
"Meningitis/encephalitis","2002","0","3.6","2.4"
"Meningitis/encephalitis","2001","0","3.2","2.3"
"Meningitis/encephalitis","2000","0","3","2.1"
"Malaria","2015","0","27.2","17.9"
"Malaria","2014","0","28.7","19"
"Malaria","2013","0","29.2","19.6"
"Malaria","2012","0","32.6","21.9"
"Malaria","2011","0","36.6","24.5"
"Malaria","2010","0","39.4","26.6"
"Malaria","2009","0","42.4","28.6"
"Malaria","2008","0","42.6","29"
"Malaria","2007","0","43.2","29.3"
"Malaria","2006","0","43.7","29.6"
"Malaria","2005","0","43.5","29.5"
"Malaria","2004","0","42.4","28.9"
"Malaria","2003","0","42.1","28.8"
"Malaria","2002","0","42.5","29.1"
"Malaria","2001","0","38.5","27.3"
"Malaria","2000","0","37.3","26.9"
"Acute lower respiratory infections","2015","6.6","19.6","15.2"
"Acute lower respiratory infections","2014","6.7","19.1","14.9"
"Acute lower respiratory infections","2013","6.7","19.4","15.2"
"Acute lower respiratory infections","2012","6.7","18.6","14.7"
"Acute lower respiratory infections","2011","6.8","17.2","13.8"
"Acute lower respiratory infections","2010","6.8","15.7","12.8"
"Acute lower respiratory infections","2009","6.9","14.8","12.2"
"Acute lower respiratory infections","2008","6.9","15.6","12.8"
"Acute lower respiratory infections","2007","6.9","15.9","13"
"Acute lower respiratory infections","2006","7","15.9","13"
"Acute lower respiratory infections","2005","7","16","13.1"
"Acute lower respiratory infections","2004","7.1","16","13.1"
"Acute lower respiratory infections","2003","7.2","16","13.2"
"Acute lower respiratory infections","2002","7.2","16.2","13.4"
"Acute lower respiratory infections","2001","7.2","14.5","12.4"
"Acute lower respiratory infections","2000","7.3","13.6","11.8"
"Prematurity","2015","28.6","2.6","11.5"
"Prematurity","2014","28.3","2.5","11.3"
"Prematurity","2013","28.1","2.3","10.8"
"Prematurity","2012","27.7","2.2","10.6"
"Prematurity","2011","27.4","2","10.4"
"Prematurity","2010","27.1","1.8","10"
"Prematurity","2009","26.9","1.7","9.9"
"Prematurity","2008","26.8","1.5","9.6"
"Prematurity","2007","26.8","1.5","9.6"
"Prematurity","2006","26.9","1.5","9.7"
"Prematurity","2005","27.1","1.5","9.7"
"Prematurity","2004","27.7","1.5","9.8"
"Prematurity","2003","28.5","1.5","10"
"Prematurity","2002","29.5","1.5","10.3"
"Prematurity","2001","30","1.3","9.7"
"Prematurity","2000","30.2","1.2","9.3"
"Birth asphyxia and birth trauma","2015","30","1.5","11.3"
"Birth asphyxia and birth trauma","2014","30.2","1.5","11.2"
"Birth asphyxia and birth trauma","2013","30.3","1.3","10.9"
"Birth asphyxia and birth trauma","2012","30.5","1.2","10.9"
"Birth asphyxia and birth trauma","2011","30.7","1.1","10.9"
"Birth asphyxia and birth trauma","2010","30.9","1","10.7"
"Birth asphyxia and birth trauma","2009","31.1","1","10.7"
"Birth asphyxia and birth trauma","2008","31.3","0.9","10.6"
"Birth asphyxia and birth trauma","2007","31.3","0.8","10.6"
"Birth asphyxia and birth trauma","2006","31.2","0.8","10.6"
"Birth asphyxia and birth trauma","2005","31.2","0.8","10.6"
"Birth asphyxia and birth trauma","2004","31.2","0.8","10.5"
"Birth asphyxia and birth trauma","2003","31.2","0.8","10.4"
"Birth asphyxia and birth trauma","2002","31","0.8","10.3"
"Birth asphyxia and birth trauma","2001","30.8","0.7","9.5"
"Birth asphyxia and birth trauma","2000","30.8","0.7","9.1"
"Sepsis and other infectious conditions of the newborn","2015","19.5","0","6.7"
"Sepsis and other infectious conditions of the newborn","2014","19.7","0","6.7"
"Sepsis and other infectious conditions of the newborn","2013","19.9","0","6.6"
"Sepsis and other infectious conditions of the newborn","2012","20.2","0","6.7"
"Sepsis and other infectious conditions of the newborn","2011","20.4","0","6.7"
"Sepsis and other infectious conditions of the newborn","2010","20.5","0","6.6"
"Sepsis and other infectious conditions of the newborn","2009","20.4","0","6.6"
"Sepsis and other infectious conditions of the newborn","2008","20.5","0","6.6"
"Sepsis and other infectious conditions of the newborn","2007","20.6","0","6.6"
"Sepsis and other infectious conditions of the newborn","2006","20.7","0","6.7"
"Sepsis and other infectious conditions of the newborn","2005","20.5","0","6.6"
"Sepsis and other infectious conditions of the newborn","2004","19.8","0","6.3"
"Sepsis and other infectious conditions of the newborn","2003","18.8","0","5.9"
"Sepsis and other infectious conditions of the newborn","2002","18","0","5.7"
"Sepsis and other infectious conditions of the newborn","2001","17.7","0","5.2"
"Sepsis and other infectious conditions of the newborn","2000","17.5","0","4.9"
"Other communicable, perinatal and nutritional conditions","2015","4.5","12.1","9.5"
"Other communicable, perinatal and nutritional conditions","2014","4.5","11.6","9.2"
"Other communicable, perinatal and nutritional conditions","2013","4.6","10.3","8.4"
"Other communicable, perinatal and nutritional conditions","2012","4.6","9.7","8"
"Other communicable, perinatal and nutritional conditions","2011","4.7","8.9","7.5"
"Other communicable, perinatal and nutritional conditions","2010","4.7","7.8","6.8"
"Other communicable, perinatal and nutritional conditions","2009","4.7","7.1","6.3"
"Other communicable, perinatal and nutritional conditions","2008","4.8","6.4","5.9"
"Other communicable, perinatal and nutritional conditions","2007","4.8","6.1","5.7"
"Other communicable, perinatal and nutritional conditions","2006","4.8","6","5.6"
"Other communicable, perinatal and nutritional conditions","2005","4.8","6.1","5.7"
"Other communicable, perinatal and nutritional conditions","2004","4.8","6","5.6"
"Other communicable, perinatal and nutritional conditions","2003","4.7","6","5.6"
"Other communicable, perinatal and nutritional conditions","2002","4.6","6","5.6"
"Other communicable, perinatal and nutritional conditions","2001","4.6","5.3","5.1"
"Other communicable, perinatal and nutritional conditions","2000","4.6","5","4.9"
"Congenital anomalies","2015","8.2","4","5.5"
"Congenital anomalies","2014","8","3.9","5.3"
"Congenital anomalies","2013","7.8","3.4","4.9"
"Congenital anomalies","2012","7.6","3.3","4.7"
"Congenital anomalies","2011","7.4","3","4.4"
"Congenital anomalies","2010","7.2","2.7","4.2"
"Congenital anomalies","2009","7","2.5","3.9"
"Congenital anomalies","2008","6.8","2.2","3.7"
"Congenital anomalies","2007","6.6","2.1","3.6"
"Congenital anomalies","2006","6.4","2.1","3.5"
"Congenital anomalies","2005","6.2","2.1","3.4"
"Congenital anomalies","2004","6.1","2.1","3.3"
"Congenital anomalies","2003","5.9","2.1","3.3"
"Congenital anomalies","2002","5.7","2.1","3.2"
"Congenital anomalies","2001","5.6","1.8","2.9"
"Congenital anomalies","2000","5.4","1.7","2.8"
"Other noncommunicable diseases","2015","0.1","4.6","3"
"Other noncommunicable diseases","2014","0.1","4.4","2.9"
"Other noncommunicable diseases","2013","0.1","3.9","2.7"
"Other noncommunicable diseases","2012","0.1","3.7","2.5"
"Other noncommunicable diseases","2011","0.1","3.4","2.3"
"Other noncommunicable diseases","2010","0.1","3","2.1"
"Other noncommunicable diseases","2009","0.1","2.8","1.9"
"Other noncommunicable diseases","2008","0.1","2.5","1.7"
"Other noncommunicable diseases","2007","0.1","2.4","1.7"
"Other noncommunicable diseases","2006","0.1","2.4","1.6"
"Other noncommunicable diseases","2005","0.1","2.4","1.6"
"Other noncommunicable diseases","2004","0.1","2.3","1.6"
"Other noncommunicable diseases","2003","0.1","2.3","1.6"
"Other noncommunicable diseases","2002","0.1","2.3","1.6"
"Other noncommunicable diseases","2001","0.1","2","1.5"
"Other noncommunicable diseases","2000","0.1","1.9","1.4"
"Injuries","2015","0.8","8.2","5.6"
"Injuries","2014","0.8","7.8","5.4"
"Injuries","2013","0.8","7","4.9"
"Injuries","2012","0.8","6.6","4.7"
"Injuries","2011","0.8","6","4.3"
"Injuries","2010","0.8","5.3","3.9"
"Injuries","2009","0.8","4.9","3.6"
"Injuries","2008","0.8","4.4","3.3"
"Injuries","2007","0.8","4.2","3.1"
"Injuries","2006","0.8","4.1","3.1"
"Injuries","2005","0.8","4.1","3"
"Injuries","2004","0.8","4","3"
"Injuries","2003","0.7","4","3"
"Injuries","2002","0.7","4","3"
"Injuries","2001","0.7","3.5","2.7"
"Injuries","2000","0.7","3.3","2.5"
