,,"Distribution of causes of death among children aged < 5 years (%)","Distribution of causes of death among children aged < 5 years (%)","Distribution of causes of death among children aged < 5 years (%)"
"Malaria","2012","0","26.3","14.5"
"Malaria","2011","0","27.8","15.5"
"Malaria","2010","0","28.5","16.2"
"Malaria","2009","0","28.5","16.4"
"Malaria","2008","0","27.8","16.1"
"Malaria","2007","0","28.2","16.5"
"Malaria","2006","0","28.3","16.8"
"Malaria","2005","0","29.4","17.6"
"Malaria","2004","0","31.7","19.1"
"Malaria","2003","0","34.4","20.9"
"Malaria","2002","0","33.6","21.4"
"Malaria","2001","0","33.3","21.4"
"Malaria","2000","0","33","21.8"
"Acute lower respiratory infections","2015","6.3","17","11.9"
"Acute lower respiratory infections","2014","6.3","16.7","11.8"
"Acute lower respiratory infections","2013","6.4","16.8","12"
"Acute lower respiratory infections","2012","6.4","18","12.8"
"Acute lower respiratory infections","2011","6.5","19.4","13.7"
"Acute lower respiratory infections","2010","6.5","18.5","13.3"
"Acute lower respiratory infections","2009","6.6","18.5","13.4"
"Acute lower respiratory infections","2008","6.6","18.3","13.4"
"Acute lower respiratory infections","2007","6.6","18.4","13.6"
"Acute lower respiratory infections","2006","6.7","18.3","13.6"
"Acute lower respiratory infections","2005","6.7","17.6","13.2"
"Acute lower respiratory infections","2004","6.8","17.2","13.1"
"Acute lower respiratory infections","2003","6.9","16.5","12.7"
"Acute lower respiratory infections","2002","6.9","14.4","11.7"
"Acute lower respiratory infections","2001","6.9","15.9","12.7"
"Acute lower respiratory infections","2000","7","14.4","11.9"
"Prematurity","2015","28.8","3.2","15.3"
"Prematurity","2014","28.7","3.1","15"
"Prematurity","2013","28.5","2.9","14.6"
"Prematurity","2012","28.4","2.6","14.2"
"Prematurity","2011","28.4","2.4","13.9"
"Prematurity","2010","28.5","2.3","13.7"
"Prematurity","2009","28.4","2.3","13.4"
"Prematurity","2008","28.2","2.2","13.1"
"Prematurity","2007","28","2.2","12.9"
"Prematurity","2006","28","2.1","12.6"
"Prematurity","2005","28.3","2","12.6"
"Prematurity","2004","28.9","1.9","12.6"
"Prematurity","2003","29.5","1.8","12.7"
"Prematurity","2002","29.8","1.6","11.8"
"Prematurity","2001","29.8","1.4","11.5"
"Prematurity","2000","29.6","1.3","10.9"
"Birth asphyxia and birth trauma","2015","28.3","2.1","14.4"
"Birth asphyxia and birth trauma","2014","28.6","2","14.4"
"Birth asphyxia and birth trauma","2013","28.8","1.9","14.2"
"Birth asphyxia and birth trauma","2012","29","1.7","14"
"Birth asphyxia and birth trauma","2011","29.1","1.6","13.8"
"Birth asphyxia and birth trauma","2010","29.2","1.5","13.5"
"Birth asphyxia and birth trauma","2009","29.3","1.5","13.4"
"Birth asphyxia and birth trauma","2008","29.5","1.5","13.2"
"Birth asphyxia and birth trauma","2007","29.8","1.5","13.2"
"Birth asphyxia and birth trauma","2006","29.9","1.4","13"
"Birth asphyxia and birth trauma","2005","30","1.3","12.8"
"Birth asphyxia and birth trauma","2004","30","1.2","12.7"
"Birth asphyxia and birth trauma","2003","29.9","1.2","12.5"
"Birth asphyxia and birth trauma","2002","29.9","1","11.5"
"Birth asphyxia and birth trauma","2001","30","0.9","11.2"
"Birth asphyxia and birth trauma","2000","30.2","0.8","10.8"
"Sepsis and other infectious conditions of the newborn","2015","18.9","0","8.9"
"Sepsis and other infectious conditions of the newborn","2014","19","0","8.9"
"Sepsis and other infectious conditions of the newborn","2013","19.2","0","8.7"
"Sepsis and other infectious conditions of the newborn","2012","19.3","0","8.6"
"Sepsis and other infectious conditions of the newborn","2011","19.4","0","8.6"
"Sepsis and other infectious conditions of the newborn","2010","19.5","0","8.4"
"Sepsis and other infectious conditions of the newborn","2009","19.6","0","8.3"
"Sepsis and other infectious conditions of the newborn","2008","19.8","0","8.3"
"Sepsis and other infectious conditions of the newborn","2007","19.9","0","8.2"
"Sepsis and other infectious conditions of the newborn","2006","19.8","0","8"
"Sepsis and other infectious conditions of the newborn","2005","19.5","0","7.8"
"Sepsis and other infectious conditions of the newborn","2004","19","0","7.6"
"Sepsis and other infectious conditions of the newborn","2003","18.6","0","7.3"
"Sepsis and other infectious conditions of the newborn","2002","18.4","0","6.7"
"Sepsis and other infectious conditions of the newborn","2001","18.5","0","6.6"
"Sepsis and other infectious conditions of the newborn","2000","18.6","0","6.3"
"Other communicable, perinatal and nutritional conditions","2015","4.7","14.2","9.8"
"Other communicable, perinatal and nutritional conditions","2014","4.7","13.8","9.6"
"Other communicable, perinatal and nutritional conditions","2013","4.8","12.8","9.1"
"Other communicable, perinatal and nutritional conditions","2012","4.8","11.4","8.4"
"Other communicable, perinatal and nutritional conditions","2011","4.8","10.5","7.9"
"Other communicable, perinatal and nutritional conditions","2010","4.7","10","7.7"
"Other communicable, perinatal and nutritional conditions","2009","4.7","10","7.7"
"Other communicable, perinatal and nutritional conditions","2008","4.7","9.8","7.7"
"Other communicable, perinatal and nutritional conditions","2007","4.7","9.9","7.8"
"Other communicable, perinatal and nutritional conditions","2006","4.6","9.4","7.5"
"Other communicable, perinatal and nutritional conditions","2005","4.6","8.9","7.2"
"Other communicable, perinatal and nutritional conditions","2004","4.5","8.5","6.9"
"Other communicable, perinatal and nutritional conditions","2003","4.4","8.1","6.6"
"Other communicable, perinatal and nutritional conditions","2002","4.3","7","6"
"Other communicable, perinatal and nutritional conditions","2001","4.2","6.1","5.4"
"Other communicable, perinatal and nutritional conditions","2000","4.1","5.5","5"
"Congenital anomalies","2015","10.3","6.4","8.2"
"Congenital anomalies","2014","9.9","6.1","7.9"
"Congenital anomalies","2013","9.6","5.5","7.4"
"Congenital anomalies","2012","9.2","4.9","6.9"
"Congenital anomalies","2011","8.9","4.5","6.4"
"Congenital anomalies","2010","8.5","4.2","6.1"
"Congenital anomalies","2009","8.2","4.1","5.9"
"Congenital anomalies","2008","8","3.9","5.6"
"Congenital anomalies","2007","7.8","3.9","5.5"
"Congenital anomalies","2006","7.6","3.6","5.2"
"Congenital anomalies","2005","7.4","3.3","5"
"Congenital anomalies","2004","7.2","3.1","4.7"
"Congenital anomalies","2003","7","2.9","4.5"
"Congenital anomalies","2002","6.7","2.5","4"
"Congenital anomalies","2001","6.5","2.1","3.7"
"Congenital anomalies","2000","6.3","1.9","3.4"
"Other noncommunicable diseases","2015","0.2","5.5","3"
"Other noncommunicable diseases","2014","0.2","5.3","2.9"
"Other noncommunicable diseases","2013","0.2","4.9","2.8"
"Other noncommunicable diseases","2012","0.2","4.4","2.5"
"Other noncommunicable diseases","2011","0.2","4.1","2.4"
"Other noncommunicable diseases","2010","0.2","3.9","2.3"
"Other noncommunicable diseases","2009","0.2","3.8","2.3"
"Other noncommunicable diseases","2008","0.2","3.8","2.3"
"Other noncommunicable diseases","2007","0.2","3.8","2.3"
"Other noncommunicable diseases","2006","0.2","3.6","2.2"
"Other noncommunicable diseases","2005","0.2","3.4","2.1"
"Other noncommunicable diseases","2004","0.2","3.2","2"
"Other noncommunicable diseases","2003","0.2","3","1.9"
"Other noncommunicable diseases","2002","0.2","2.6","1.7"
"Other noncommunicable diseases","2001","0.2","2.3","1.5"
"Other noncommunicable diseases","2000","0.1","2.1","1.4"
"Injuries","2015","1.1","10.2","5.9"
"Injuries","2014","1.1","9.9","5.8"
"Injuries","2013","1.1","9.1","5.5"
"Injuries","2012","1.1","8.2","5"
"Injuries","2011","1.1","7.5","4.7"
"Injuries","2010","1.1","7.1","4.5"
"Injuries","2009","1.2","7","4.5"
"Injuries","2008","1.2","6.9","4.5"
"Injuries","2007","1.2","6.8","4.5"
"Injuries","2006","1.2","6.5","4.3"
"Injuries","2005","1.2","6.2","4.2"
"Injuries","2004","1.2","5.9","4"
"Injuries","2003","1.2","5.6","3.8"
"Injuries","2002","1.2","4.8","3.5"
"Injuries","2001","1.2","4.2","3.1"
"Injuries","2000","1.2","3.8","2.9"
