,,"Distribution of causes of death among children aged < 5 years (%)","Distribution of causes of death among children aged < 5 years (%)","Distribution of causes of death among children aged < 5 years (%)"
"Malaria","2008","0","19.4","14.3"
"Malaria","2007","0","22.9","17"
"Malaria","2006","0","26.6","19.8"
"Malaria","2005","0","28.7","21.5"
"Malaria","2004","0","29.5","22.2"
"Malaria","2003","0","29","22"
"Malaria","2002","0","28","21.4"
"Malaria","2001","0","24.2","18.9"
"Malaria","2000","0","24.7","19.2"
"Acute lower respiratory infections","2015","6.9","19.1","15.5"
"Acute lower respiratory infections","2014","7","19","15.5"
"Acute lower respiratory infections","2013","7","18.5","15.2"
"Acute lower respiratory infections","2012","7","18.6","15.4"
"Acute lower respiratory infections","2011","7.1","21.6","17.6"
"Acute lower respiratory infections","2010","7.1","22","18"
"Acute lower respiratory infections","2009","7.1","21.2","17.4"
"Acute lower respiratory infections","2008","7","23","18.9"
"Acute lower respiratory infections","2007","7.1","21.7","17.9"
"Acute lower respiratory infections","2006","7.1","20.9","17.4"
"Acute lower respiratory infections","2005","7.1","20.1","16.8"
"Acute lower respiratory infections","2004","7.2","19.8","16.7"
"Acute lower respiratory infections","2003","7.2","19.9","16.9"
"Acute lower respiratory infections","2002","7.2","20.1","17"
"Acute lower respiratory infections","2001","7.2","18.2","15.8"
"Acute lower respiratory infections","2000","7.1","19.2","16.5"
"Prematurity","2015","27","3.4","10.4"
"Prematurity","2014","27","3.3","10.2"
"Prematurity","2013","27.2","3.3","10.1"
"Prematurity","2012","27.3","3.2","9.9"
"Prematurity","2011","27.3","2.9","9.6"
"Prematurity","2010","26.9","2.8","9.3"
"Prematurity","2009","26.9","2.6","9"
"Prematurity","2008","27.3","2.3","8.8"
"Prematurity","2007","28","2.1","8.8"
"Prematurity","2006","28.8","2","8.9"
"Prematurity","2005","29.5","2","8.8"
"Prematurity","2004","30","1.9","8.8"
"Prematurity","2003","30.7","1.9","8.8"
"Prematurity","2002","31.5","1.9","8.9"
"Prematurity","2001","32.1","1.8","8.4"
"Prematurity","2000","32.5","1.9","8.7"
"Birth asphyxia and birth trauma","2015","32","1.9","10.8"
"Birth asphyxia and birth trauma","2014","32.2","1.9","10.6"
"Birth asphyxia and birth trauma","2013","32.3","1.8","10.5"
"Birth asphyxia and birth trauma","2012","32.5","1.8","10.3"
"Birth asphyxia and birth trauma","2011","32.6","1.6","10.1"
"Birth asphyxia and birth trauma","2010","32.6","1.5","10"
"Birth asphyxia and birth trauma","2009","32.5","1.4","9.7"
"Birth asphyxia and birth trauma","2008","32.3","1.2","9.3"
"Birth asphyxia and birth trauma","2007","32.1","1.2","9.1"
"Birth asphyxia and birth trauma","2006","31.9","1.1","8.9"
"Birth asphyxia and birth trauma","2005","31.9","1.1","8.8"
"Birth asphyxia and birth trauma","2004","32","1","8.6"
"Birth asphyxia and birth trauma","2003","32.1","1","8.5"
"Birth asphyxia and birth trauma","2002","32.2","1.1","8.4"
"Birth asphyxia and birth trauma","2001","32.1","0.9","7.7"
"Birth asphyxia and birth trauma","2000","32","1","8"
"Sepsis and other infectious conditions of the newborn","2015","18","0","5.3"
"Sepsis and other infectious conditions of the newborn","2014","18.1","0","5.2"
"Sepsis and other infectious conditions of the newborn","2013","17.9","0","5.1"
"Sepsis and other infectious conditions of the newborn","2012","17.9","0","5"
"Sepsis and other infectious conditions of the newborn","2011","17.9","0","4.9"
"Sepsis and other infectious conditions of the newborn","2010","18.4","0","5"
"Sepsis and other infectious conditions of the newborn","2009","18.7","0","5"
"Sepsis and other infectious conditions of the newborn","2008","18.9","0","4.9"
"Sepsis and other infectious conditions of the newborn","2007","18.7","0","4.8"
"Sepsis and other infectious conditions of the newborn","2006","18.3","0","4.6"
"Sepsis and other infectious conditions of the newborn","2005","17.6","0","4.4"
"Sepsis and other infectious conditions of the newborn","2004","16.9","0","4.1"
"Sepsis and other infectious conditions of the newborn","2003","16.1","0","3.9"
"Sepsis and other infectious conditions of the newborn","2002","15.3","0","3.6"
"Sepsis and other infectious conditions of the newborn","2001","14.6","0","3.2"
"Sepsis and other infectious conditions of the newborn","2000","14.2","0","3.2"
"Other communicable, perinatal and nutritional conditions","2015","5.2","12.9","10.6"
"Other communicable, perinatal and nutritional conditions","2014","5.2","12.8","10.6"
"Other communicable, perinatal and nutritional conditions","2013","5.2","12.5","10.4"
"Other communicable, perinatal and nutritional conditions","2012","5.2","12.1","10.2"
"Other communicable, perinatal and nutritional conditions","2011","5.2","11.2","9.6"
"Other communicable, perinatal and nutritional conditions","2010","5.3","10.7","9.3"
"Other communicable, perinatal and nutritional conditions","2009","5.3","10.2","8.9"
"Other communicable, perinatal and nutritional conditions","2008","5.1","8.8","7.9"
"Other communicable, perinatal and nutritional conditions","2007","4.9","8.4","7.5"
"Other communicable, perinatal and nutritional conditions","2006","4.8","8.1","7.3"
"Other communicable, perinatal and nutritional conditions","2005","4.7","7.9","7.1"
"Other communicable, perinatal and nutritional conditions","2004","4.7","7.8","7"
"Other communicable, perinatal and nutritional conditions","2003","4.6","7.9","7.1"
"Other communicable, perinatal and nutritional conditions","2002","4.4","8.1","7.2"
"Other communicable, perinatal and nutritional conditions","2001","4.3","7.4","6.7"
"Other communicable, perinatal and nutritional conditions","2000","4.3","8.4","7.5"
"Congenital anomalies","2015","7.8","5.6","6.2"
"Congenital anomalies","2014","7.6","5.5","6.1"
"Congenital anomalies","2013","7.4","5.3","5.9"
"Congenital anomalies","2012","7.1","5.2","5.7"
"Congenital anomalies","2011","6.9","4.7","5.3"
"Congenital anomalies","2010","6.6","4.5","5.1"
"Congenital anomalies","2009","6.4","4.2","4.8"
"Congenital anomalies","2008","6.1","3.6","4.3"
"Congenital anomalies","2007","5.9","3.4","4"
"Congenital anomalies","2006","5.7","3.2","3.9"
"Congenital anomalies","2005","5.6","3.1","3.7"
"Congenital anomalies","2004","5.5","3","3.6"
"Congenital anomalies","2003","5.4","3","3.6"
"Congenital anomalies","2002","5.3","3","3.5"
"Congenital anomalies","2001","5.2","2.7","3.2"
"Congenital anomalies","2000","5.1","2.8","3.3"
"Other noncommunicable diseases","2015","0.2","8.1","5.8"
"Other noncommunicable diseases","2014","0.2","8","5.7"
"Other noncommunicable diseases","2013","0.2","7.8","5.6"
"Other noncommunicable diseases","2012","0.2","7.6","5.5"
"Other noncommunicable diseases","2011","0.2","6.9","5"
"Other noncommunicable diseases","2010","0.2","6.4","4.7"
"Other noncommunicable diseases","2009","0.2","5.9","4.4"
"Other noncommunicable diseases","2008","0.2","5","3.7"
"Other noncommunicable diseases","2007","0.2","4.6","3.4"
"Other noncommunicable diseases","2006","0.2","4.3","3.3"
"Other noncommunicable diseases","2005","0.1","4","3.1"
"Other noncommunicable diseases","2004","0.1","3.9","3"
"Other noncommunicable diseases","2003","0.1","3.8","3"
"Other noncommunicable diseases","2002","0.1","3.8","2.9"
"Other noncommunicable diseases","2001","0.1","3.4","2.7"
"Other noncommunicable diseases","2000","0.1","3","2.3"
"Injuries","2015","1.1","9.4","6.9"
"Injuries","2014","1.1","9.2","6.8"
"Injuries","2013","1","8.9","6.6"
"Injuries","2012","1","8.5","6.4"
"Injuries","2011","1","7.7","5.9"
"Injuries","2010","1.1","7.2","5.6"
"Injuries","2009","1.1","6.7","5.2"
"Injuries","2008","1","5.7","4.5"
"Injuries","2007","1","5.3","4.2"
"Injuries","2006","1","5","4"
"Injuries","2005","0.9","4.7","3.8"
"Injuries","2004","0.9","4.6","3.7"
"Injuries","2003","0.9","4.5","3.7"
"Injuries","2002","0.9","4.5","3.6"
"Injuries","2001","0.9","4","3.3"
"Injuries","2000","0.9","4.1","3.4"
