,,"Distribution of causes of death among children aged < 5 years (%)","Distribution of causes of death among children aged < 5 years (%)","Distribution of causes of death among children aged < 5 years (%)"
"Congenital anomalies","2014","5.2","3.1","3.8"
"Congenital anomalies","2013","5.1","3.1","3.7"
"Congenital anomalies","2012","5","3.1","3.7"
"Congenital anomalies","2011","4.9","3.2","3.7"
"Congenital anomalies","2010","4.8","3","3.6"
"Congenital anomalies","2009","4.7","2.9","3.5"
"Congenital anomalies","2008","4.6","2.9","3.4"
"Congenital anomalies","2007","4.6","2.7","3.3"
"Congenital anomalies","2006","4.6","2.4","3"
"Congenital anomalies","2005","4.6","2.2","2.9"
"Congenital anomalies","2004","4.7","2.1","2.8"
"Congenital anomalies","2003","4.8","2.1","2.8"
"Congenital anomalies","2002","5","2.1","2.9"
"Congenital anomalies","2001","5.3","1.9","2.8"
"Congenital anomalies","2000","5.7","2","2.9"
"Other noncommunicable diseases","2015","0.1","3.7","2.5"
"Other noncommunicable diseases","2014","0.1","3.7","2.5"
"Other noncommunicable diseases","2013","0.1","3.7","2.6"
"Other noncommunicable diseases","2012","0.1","3.8","2.6"
"Other noncommunicable diseases","2011","0.1","3.9","2.7"
"Other noncommunicable diseases","2010","0.1","3.7","2.6"
"Other noncommunicable diseases","2009","0.1","3.6","2.6"
"Other noncommunicable diseases","2008","0.1","3.6","2.5"
"Other noncommunicable diseases","2007","0.1","3.3","2.4"
"Other noncommunicable diseases","2006","0.1","3","2.1"
"Other noncommunicable diseases","2005","0.1","2.8","2"
"Other noncommunicable diseases","2004","0.1","2.7","1.9"
"Other noncommunicable diseases","2003","0.1","2.6","1.9"
"Other noncommunicable diseases","2002","0.1","2.7","2"
"Other noncommunicable diseases","2001","0.1","2.5","1.9"
"Other noncommunicable diseases","2000","0.1","2.5","1.9"
"Injuries","2015","0.9","6.4","4.6"
"Injuries","2014","0.9","6.3","4.6"
"Injuries","2013","0.9","6.3","4.6"
"Injuries","2012","0.9","6.3","4.6"
"Injuries","2011","0.9","6.3","4.6"
"Injuries","2010","0.9","5.9","4.4"
"Injuries","2009","0.9","5.8","4.3"
"Injuries","2008","0.9","5.6","4.2"
"Injuries","2007","0.9","5.2","3.9"
"Injuries","2006","0.9","4.5","3.5"
"Injuries","2005","0.9","4.1","3.2"
"Injuries","2004","0.9","3.8","3"
"Injuries","2003","0.8","3.7","2.9"
"Injuries","2002","0.8","3.7","2.9"
"Injuries","2001","0.8","3.3","2.6"
"Injuries","2000","0.8","3.3","2.6"
