,,"Distribution of causes of death among children aged < 5 years (%)","Distribution of causes of death among children aged < 5 years (%)","Distribution of causes of death among children aged < 5 years (%)"
"Meningitis/encephalitis","2010","0","3.6","2.3"
"Meningitis/encephalitis","2009","0","3.9","2.4"
"Meningitis/encephalitis","2008","0","5","3"
"Meningitis/encephalitis","2007","0","5","3"
"Meningitis/encephalitis","2006","0","5","3"
"Meningitis/encephalitis","2005","0","5","3"
"Meningitis/encephalitis","2004","0","4.4","2.8"
"Meningitis/encephalitis","2003","0","4.5","2.9"
"Meningitis/encephalitis","2002","0","4.5","2.8"
"Meningitis/encephalitis","2001","0","4.2","2.7"
"Meningitis/encephalitis","2000","0","4.5","2.8"
"Malaria","2015","0","6.7","3.8"
"Malaria","2014","0","6.6","3.9"
"Malaria","2013","0","6","3.5"
"Malaria","2012","0","6.1","3.6"
"Malaria","2011","0","5.8","3.5"
"Malaria","2010","0","5.5","3.4"
"Malaria","2009","0","6.1","3.7"
"Malaria","2008","0","6","3.6"
"Malaria","2007","0","6.1","3.7"
"Malaria","2006","0","6.2","3.7"
"Malaria","2005","0","6.4","3.8"
"Malaria","2004","0","5.6","3.5"
"Malaria","2003","0","5.8","3.7"
"Malaria","2002","0","5.8","3.7"
"Malaria","2001","0","5.4","3.5"
"Malaria","2000","0","5.9","3.7"
"Acute lower respiratory infections","2015","6","21","14.6"
"Acute lower respiratory infections","2014","6","21","14.7"
"Acute lower respiratory infections","2013","6.1","25.9","17.7"
"Acute lower respiratory infections","2012","6.2","26.1","17.8"
"Acute lower respiratory infections","2011","6.3","24.8","17.4"
"Acute lower respiratory infections","2010","6.3","23.8","17.1"
"Acute lower respiratory infections","2009","6.4","25.7","18"
"Acute lower respiratory infections","2008","6.4","29.6","20.3"
"Acute lower respiratory infections","2007","6.4","29.6","20.3"
"Acute lower respiratory infections","2006","6.4","29.6","20.3"
"Acute lower respiratory infections","2005","6.4","29.8","20.4"
"Acute lower respiratory infections","2004","6.4","25.7","18.7"
"Acute lower respiratory infections","2003","6.4","26.5","19.1"
"Acute lower respiratory infections","2002","6.5","26.4","19"
"Acute lower respiratory infections","2001","6.5","24.4","18"
"Acute lower respiratory infections","2000","6.6","26.6","19"
"Prematurity","2015","41","3.5","19.4"
"Prematurity","2014","40.8","3.5","19.1"
"Prematurity","2013","40.5","3.1","18.6"
"Prematurity","2012","40","3.1","18.4"
"Prematurity","2011","39.3","2.9","17.3"
"Prematurity","2010","38.6","2.7","16.4"
"Prematurity","2009","38.4","2.9","17.1"
"Prematurity","2008","39","2.7","17.3"
"Prematurity","2007","39.8","2.7","17.5"
"Prematurity","2006","40.7","2.7","17.9"
"Prematurity","2005","41.2","2.7","18.1"
"Prematurity","2004","41.4","2.3","16.5"
"Prematurity","2003","41.4","2.4","16.9"
"Prematurity","2002","41.6","2.3","17"
"Prematurity","2001","41.9","2.1","16.3"
"Prematurity","2000","41.9","2.3","17.4"
"Birth asphyxia and birth trauma","2015","20.5","1.9","9.8"
"Birth asphyxia and birth trauma","2014","20.6","1.9","9.7"
"Birth asphyxia and birth trauma","2013","20.8","1.7","9.6"
"Birth asphyxia and birth trauma","2012","21.2","1.7","9.7"
"Birth asphyxia and birth trauma","2011","21.6","1.5","9.5"
"Birth asphyxia and birth trauma","2010","22","1.4","9.2"
"Birth asphyxia and birth trauma","2009","22.2","1.5","9.8"
"Birth asphyxia and birth trauma","2008","22.2","1.4","9.8"
"Birth asphyxia and birth trauma","2007","22.1","1.4","9.7"
"Birth asphyxia and birth trauma","2006","22.1","1.4","9.7"
"Birth asphyxia and birth trauma","2005","22","1.4","9.7"
"Birth asphyxia and birth trauma","2004","22","1.2","8.8"
"Birth asphyxia and birth trauma","2003","22","1.2","8.9"
"Birth asphyxia and birth trauma","2002","22.1","1.2","9"
"Birth asphyxia and birth trauma","2001","22.3","1.1","8.7"
"Birth asphyxia and birth trauma","2000","22.7","1.2","9.4"
"Sepsis and other infectious conditions of the newborn","2015","20.1","0","8.6"
"Sepsis and other infectious conditions of the newborn","2014","20.2","0","8.5"
"Sepsis and other infectious conditions of the newborn","2013","20.2","0","8.4"
"Sepsis and other infectious conditions of the newborn","2012","20.3","0","8.4"
"Sepsis and other infectious conditions of the newborn","2011","20.4","0","8.1"
"Sepsis and other infectious conditions of the newborn","2010","20.5","0","7.8"
"Sepsis and other infectious conditions of the newborn","2009","20.4","0","8.1"
"Sepsis and other infectious conditions of the newborn","2008","19.9","0","8"
"Sepsis and other infectious conditions of the newborn","2007","19.1","0","7.6"
"Sepsis and other infectious conditions of the newborn","2006","18.2","0","7.3"
"Sepsis and other infectious conditions of the newborn","2005","17.7","0","7.1"
"Sepsis and other infectious conditions of the newborn","2004","17.5","0","6.4"
"Sepsis and other infectious conditions of the newborn","2003","17.4","0","6.4"
"Sepsis and other infectious conditions of the newborn","2002","16.9","0","6.3"
"Sepsis and other infectious conditions of the newborn","2001","16","0","5.7"
"Sepsis and other infectious conditions of the newborn","2000","15.3","0","5.8"
"Other communicable, perinatal and nutritional conditions","2015","4.3","17.8","12.1"
"Other communicable, perinatal and nutritional conditions","2014","4.3","17.7","12.1"
"Other communicable, perinatal and nutritional conditions","2013","4.3","15.8","11"
"Other communicable, perinatal and nutritional conditions","2012","4.4","15.7","11"
"Other communicable, perinatal and nutritional conditions","2011","4.5","13.6","10"
"Other communicable, perinatal and nutritional conditions","2010","4.6","12.5","9.5"
"Other communicable, perinatal and nutritional conditions","2009","4.5","14.4","10.5"
"Other communicable, perinatal and nutritional conditions","2008","4.4","13.5","9.9"
"Other communicable, perinatal and nutritional conditions","2007","4.2","13.5","9.8"
"Other communicable, perinatal and nutritional conditions","2006","4","13.4","9.7"
"Other communicable, perinatal and nutritional conditions","2005","3.9","13.4","9.6"
"Other communicable, perinatal and nutritional conditions","2004","3.9","11.5","8.7"
"Other communicable, perinatal and nutritional conditions","2003","3.9","11.8","8.8"
"Other communicable, perinatal and nutritional conditions","2002","3.8","11.7","8.7"
"Other communicable, perinatal and nutritional conditions","2001","3.8","10.6","8.2"
"Other communicable, perinatal and nutritional conditions","2000","3.8","11.3","8.5"
"Congenital anomalies","2015","5.5","5.2","5.3"
"Congenital anomalies","2014","5.3","5.1","5.2"
"Congenital anomalies","2013","5.2","4.5","4.8"
"Congenital anomalies","2012","5.1","4.5","4.7"
"Congenital anomalies","2011","5","4.1","4.5"
"Congenital anomalies","2010","4.9","3.8","4.2"
"Congenital anomalies","2009","4.8","4","4.3"
"Congenital anomalies","2008","4.7","3.8","4.1"
"Congenital anomalies","2007","4.6","3.7","4"
"Congenital anomalies","2006","4.5","3.6","4"
"Congenital anomalies","2005","4.4","3.6","3.9"
"Congenital anomalies","2004","4.3","3","3.5"
"Congenital anomalies","2003","4.3","3","3.5"
"Congenital anomalies","2002","4.2","3","3.5"
"Congenital anomalies","2001","4.3","2.7","3.3"
"Congenital anomalies","2000","4.3","2.9","3.4"
"Other noncommunicable diseases","2015","0.1","6.5","3.8"
"Other noncommunicable diseases","2014","0.1","6.5","3.8"
"Other noncommunicable diseases","2013","0.1","5.8","3.4"
"Other noncommunicable diseases","2012","0.1","5.7","3.4"
"Other noncommunicable diseases","2011","0.1","6.3","3.9"
"Other noncommunicable diseases","2010","0.1","5.8","3.6"
"Other noncommunicable diseases","2009","0.1","5.2","3.2"
"Other noncommunicable diseases","2008","0.1","4.9","3"
"Other noncommunicable diseases","2007","0.1","4.9","3"
"Other noncommunicable diseases","2006","0.1","4.8","2.9"
"Other noncommunicable diseases","2005","0.1","4.8","2.9"
"Other noncommunicable diseases","2004","0.1","4.1","2.6"
"Other noncommunicable diseases","2003","0.1","4.2","2.7"
"Other noncommunicable diseases","2002","0.1","4.2","2.6"
"Other noncommunicable diseases","2001","0.1","3.8","2.5"
"Other noncommunicable diseases","2000","0.1","4.1","2.5"
"Injuries","2015","0.6","10.3","6.2"
"Injuries","2014","0.6","10.2","6.2"
"Injuries","2013","0.6","9.1","5.6"
"Injuries","2012","0.6","9","5.6"
"Injuries","2011","0.6","8.3","5.3"
"Injuries","2010","0.7","7.6","5"
"Injuries","2009","0.7","8.2","5.2"
"Injuries","2008","0.7","7.7","4.8"
"Injuries","2007","0.6","7.6","4.8"
"Injuries","2006","0.6","7.5","4.8"
"Injuries","2005","0.6","7.5","4.7"
"Injuries","2004","0.6","6.4","4.3"
"Injuries","2003","0.6","6.6","4.4"
"Injuries","2002","0.6","6.6","4.3"
"Injuries","2001","0.6","6.1","4.1"
"Injuries","2000","0.6","6.6","4.3"
