,,"Distribution of causes of death among children aged < 5 years (%)","Distribution of causes of death among children aged < 5 years (%)","Distribution of causes of death among children aged < 5 years (%)"
"Pertussis","2011","0.2","1.5","1.1"
"Pertussis","2010","0.2","1.5","1.1"
"Pertussis","2009","0.2","1.4","1"
"Pertussis","2008","0.2","1.4","1"
"Pertussis","2007","0.1","1.3","1"
"Pertussis","2006","0.1","1.3","0.9"
"Pertussis","2005","0.1","1.2","0.9"
"Pertussis","2004","0.1","1.2","0.9"
"Pertussis","2003","0.1","1.1","0.8"
"Pertussis","2002","0.1","1","0.8"
"Pertussis","2001","0.1","0.9","0.7"
"Pertussis","2000","0.1","0.9","0.7"
"Tetanus","2015","1.1","0","0.4"
"Tetanus","2014","1.1","0","0.4"
"Tetanus","2013","1.2","0","0.4"
"Tetanus","2012","1.2","0","0.4"
"Tetanus","2011","1.1","0","0.4"
"Tetanus","2010","1","0","0.3"
"Tetanus","2009","1","0","0.3"
"Tetanus","2008","1","0","0.3"
"Tetanus","2007","1.1","0","0.4"
"Tetanus","2006","1.3","0","0.4"
"Tetanus","2005","1.6","0","0.5"
"Tetanus","2004","1.8","0","0.6"
"Tetanus","2003","2.1","0","0.6"
"Tetanus","2002","2.5","0","0.7"
"Tetanus","2001","2.8","0","0.8"
"Tetanus","2000","3.4","0","0.9"
"Measles","2015","0","0.5","0.4"
"Measles","2014","0","2.1","1.4"
"Measles","2013","0","0.5","0.4"
"Measles","2012","0","2.1","1.5"
"Measles","2011","0","1.5","1"
"Measles","2010","0","0.6","0.4"
"Measles","2009","0","2.7","1.9"
"Measles","2008","0","1.6","1.1"
"Measles","2007","0","0.5","0.3"
"Measles","2006","0","2","1.4"
"Measles","2005","0","1.3","0.9"
"Measles","2004","0","0.2","0.1"
"Measles","2003","0","7.3","5.2"
"Measles","2002","0","8.9","6.4"
"Measles","2001","0","17.5","12.9"
"Measles","2000","0","19.7","14.5"
"Meningitis/encephalitis","2015","0","4.3","2.8"
"Meningitis/encephalitis","2014","0","4.2","2.8"
"Meningitis/encephalitis","2013","0","4","2.7"
"Meningitis/encephalitis","2012","0","3.8","2.6"
"Meningitis/encephalitis","2011","0","3.8","2.6"
"Meningitis/encephalitis","2010","0","3.8","2.6"
"Meningitis/encephalitis","2009","0","3.9","2.7"
"Meningitis/encephalitis","2008","0","7.1","5"
"Meningitis/encephalitis","2007","0","4.8","3.3"
"Meningitis/encephalitis","2006","0","4.6","3.2"
"Meningitis/encephalitis","2005","0","4.5","3.1"
"Meningitis/encephalitis","2004","0","4.5","3.1"
"Meningitis/encephalitis","2003","0","4","2.9"
"Meningitis/encephalitis","2002","0","3.8","2.8"
"Meningitis/encephalitis","2001","0","3.4","2.5"
"Meningitis/encephalitis","2000","0","3.3","2.4"
"Malaria","2015","0","30.6","20.2"
"Malaria","2014","0","31","20.8"
"Malaria","2013","0","32.3","21.6"
"Malaria","2012","0","31.8","21.6"
"Malaria","2011","0","32.3","22"
"Malaria","2010","0","32.3","22.1"
"Malaria","2009","0","31.2","21.7"
"Malaria","2008","0","29.3","20.4"
"Malaria","2007","0","30.6","21.3"
"Malaria","2006","0","30.7","21.4"
"Malaria","2005","0","31.9","22.1"
"Malaria","2004","0","33.4","23.2"
"Malaria","2003","0","32.2","22.9"
"Malaria","2002","0","32.4","23.3"
"Malaria","2001","0","29.8","22"
"Malaria","2000","0","29.1","21.5"
"Acute lower respiratory infections","2015","6.7","21.8","16.7"
"Acute lower respiratory infections","2014","6.7","21.1","16.3"
"Acute lower respiratory infections","2013","6.7","20.5","15.9"
"Acute lower respiratory infections","2012","6.7","19.6","15.5"
"Acute lower respiratory infections","2011","6.7","19.6","15.5"
"Acute lower respiratory infections","2010","6.7","19.6","15.6"
"Acute lower respiratory infections","2009","6.7","19.5","15.6"
"Acute lower respiratory infections","2008","6.7","21.3","16.8"
"Acute lower respiratory infections","2007","6.8","21.9","17.3"
"Acute lower respiratory infections","2006","6.9","21.2","16.8"
"Acute lower respiratory infections","2005","7","20.9","16.6"
"Acute lower respiratory infections","2004","7","20.6","16.4"
"Acute lower respiratory infections","2003","7.1","18.6","15.2"
"Acute lower respiratory infections","2002","7.1","17.8","14.8"
"Acute lower respiratory infections","2001","7.1","15.9","13.6"
"Acute lower respiratory infections","2000","7","15.2","13.1"
"Prematurity","2015","26.1","1.9","10.1"
"Prematurity","2014","25.9","1.8","9.8"
"Prematurity","2013","25.9","1.8","9.8"
"Prematurity","2012","25.9","1.7","9.5"
"Prematurity","2011","25.7","1.7","9.3"
"Prematurity","2010","25.1","1.7","9.1"
"Prematurity","2009","24.5","1.7","8.6"
"Prematurity","2008","24","1.6","8.4"
"Prematurity","2007","23.9","1.6","8.4"
"Prematurity","2006","24","1.6","8.4"
"Prematurity","2005","24.5","1.5","8.6"
"Prematurity","2004","25.1","1.5","8.7"
"Prematurity","2003","25.6","1.4","8.4"
"Prematurity","2002","25.9","1.3","8.2"
"Prematurity","2001","25.9","1.2","7.6"
"Prematurity","2000","25.8","1.1","7.6"
"Birth asphyxia and birth trauma","2015","31.4","1.7","11.8"
"Birth asphyxia and birth trauma","2014","31.6","1.6","11.5"
"Birth asphyxia and birth trauma","2013","31.6","1.6","11.5"
"Birth asphyxia and birth trauma","2012","31.5","1.6","11.1"
"Birth asphyxia and birth trauma","2011","31.1","1.5","10.9"
"Birth asphyxia and birth trauma","2010","30.9","1.6","10.8"
"Birth asphyxia and birth trauma","2009","31","1.5","10.5"
"Birth asphyxia and birth trauma","2008","31.3","1.4","10.5"
"Birth asphyxia and birth trauma","2007","31.6","1.4","10.7"
"Birth asphyxia and birth trauma","2006","31.8","1.4","10.7"
"Birth asphyxia and birth trauma","2005","31.7","1.4","10.7"
"Birth asphyxia and birth trauma","2004","31.6","1.3","10.6"
"Birth asphyxia and birth trauma","2003","31.3","1.2","9.9"
"Birth asphyxia and birth trauma","2002","31.3","1.2","9.6"
"Birth asphyxia and birth trauma","2001","31.3","1","8.9"
"Birth asphyxia and birth trauma","2000","31.3","1","8.9"
"Sepsis and other infectious conditions of the newborn","2015","21.2","0","7.2"
"Sepsis and other infectious conditions of the newborn","2014","21.2","0","7"
"Sepsis and other infectious conditions of the newborn","2013","21.4","0","7.1"
"Sepsis and other infectious conditions of the newborn","2012","21.9","0","7"
"Sepsis and other infectious conditions of the newborn","2011","22.9","0","7.3"
"Sepsis and other infectious conditions of the newborn","2010","23.9","0","7.5"
"Sepsis and other infectious conditions of the newborn","2009","24.5","0","7.5"
"Sepsis and other infectious conditions of the newborn","2008","24.6","0","7.5"
"Sepsis and other infectious conditions of the newborn","2007","24.2","0","7.4"
"Sepsis and other infectious conditions of the newborn","2006","23.7","0","7.2"
"Sepsis and other infectious conditions of the newborn","2005","23.2","0","7.1"
"Sepsis and other infectious conditions of the newborn","2004","22.6","0","6.9"
"Sepsis and other infectious conditions of the newborn","2003","22.2","0","6.4"
"Sepsis and other infectious conditions of the newborn","2002","21.8","0","6.1"
"Sepsis and other infectious conditions of the newborn","2001","21.5","0","5.6"
"Sepsis and other infectious conditions of the newborn","2000","21","0","5.5"
"Other communicable, perinatal and nutritional conditions","2015","5","10.6","8.7"
"Other communicable, perinatal and nutritional conditions","2014","5","10.2","8.5"
"Other communicable, perinatal and nutritional conditions","2013","5","10.1","8.4"
"Other communicable, perinatal and nutritional conditions","2012","4.9","9.6","8.1"
"Other communicable, perinatal and nutritional conditions","2011","4.9","9.5","8.1"
"Other communicable, perinatal and nutritional conditions","2010","5","9.6","8.1"
"Other communicable, perinatal and nutritional conditions","2009","5.1","9.3","8"
"Other communicable, perinatal and nutritional conditions","2008","5.2","8.6","7.6"
"Other communicable, perinatal and nutritional conditions","2007","5.3","8.9","7.8"
"Other communicable, perinatal and nutritional conditions","2006","5.2","8.5","7.5"
"Other communicable, perinatal and nutritional conditions","2005","5.1","8.4","7.4"
"Other communicable, perinatal and nutritional conditions","2004","5","8.2","7.2"
"Other communicable, perinatal and nutritional conditions","2003","4.8","7.4","6.6"
"Other communicable, perinatal and nutritional conditions","2002","4.7","7","6.4"
"Other communicable, perinatal and nutritional conditions","2001","4.6","6.2","5.8"
"Other communicable, perinatal and nutritional conditions","2000","4.4","5.9","5.5"
"Congenital anomalies","2015","7.1","3.3","4.6"
"Congenital anomalies","2014","6.9","3.2","4.4"
"Congenital anomalies","2013","6.6","3.1","4.3"
"Congenital anomalies","2012","6.4","3","4.1"
"Congenital anomalies","2011","6.1","3","4"
"Congenital anomalies","2010","5.8","3","3.9"
"Congenital anomalies","2009","5.6","2.9","3.7"
"Congenital anomalies","2008","5.5","2.7","3.5"
"Congenital anomalies","2007","5.4","2.7","3.5"
"Congenital anomalies","2006","5.3","2.6","3.4"
"Congenital anomalies","2005","5.1","2.5","3.3"
"Congenital anomalies","2004","5","2.5","3.3"
"Congenital anomalies","2003","4.9","2.2","3"
"Congenital anomalies","2002","4.9","2.1","2.9"
"Congenital anomalies","2001","4.9","1.9","2.7"
"Congenital anomalies","2000","5","1.8","2.6"
"Other noncommunicable diseases","2015","0.1","3.7","2.5"
"Other noncommunicable diseases","2014","0.1","3.6","2.4"
"Other noncommunicable diseases","2013","0.1","3.6","2.4"
"Other noncommunicable diseases","2012","0.1","3.4","2.3"
"Other noncommunicable diseases","2011","0.1","3.4","2.3"
"Other noncommunicable diseases","2010","0.1","3.4","2.3"
"Other noncommunicable diseases","2009","0.1","3.2","2.3"
"Other noncommunicable diseases","2008","0.1","3","2.1"
"Other noncommunicable diseases","2007","0.1","3.1","2.2"
"Other noncommunicable diseases","2006","0.1","3","2.1"
"Other noncommunicable diseases","2005","0.1","2.9","2"
"Other noncommunicable diseases","2004","0.1","2.8","2"
"Other noncommunicable diseases","2003","0.1","2.5","1.8"
"Other noncommunicable diseases","2002","0.1","2.4","1.8"
"Other noncommunicable diseases","2001","0.1","2.1","1.6"
"Other noncommunicable diseases","2000","0.1","2","1.5"
"Injuries","2015","0.8","6.8","4.7"
"Injuries","2014","0.8","6.4","4.6"
"Injuries","2013","0.8","6.4","4.5"
"Injuries","2012","0.8","6","4.3"
"Injuries","2011","0.8","5.9","4.3"
"Injuries","2010","0.8","5.8","4.2"
"Injuries","2009","0.8","5.5","4.1"
"Injuries","2008","0.8","5.1","3.8"
"Injuries","2007","0.9","5.2","3.8"
"Injuries","2006","0.9","4.9","3.7"
"Injuries","2005","0.8","4.7","3.5"
"Injuries","2004","0.9","4.5","3.4"
"Injuries","2003","0.9","4","3.1"
"Injuries","2002","0.9","3.7","2.9"
"Injuries","2001","0.9","3.2","2.6"
"Injuries","2000","0.9","3","2.5"
