,,"Distribution of causes of death among children aged < 5 years (%)","Distribution of causes of death among children aged < 5 years (%)","Distribution of causes of death among children aged < 5 years (%)"
"Pertussis","2006","0.2","1.5","1.1"
"Pertussis","2005","0.2","1.4","1"
"Pertussis","2004","0.2","1.3","1"
"Pertussis","2003","0.1","1.2","0.9"
"Pertussis","2002","0.1","1.1","0.8"
"Pertussis","2001","0.1","0.9","0.7"
"Pertussis","2000","0.1","0.8","0.7"
"Tetanus","2015","0.5","0","0.2"
"Tetanus","2014","0.6","0","0.2"
"Tetanus","2013","0.6","0","0.2"
"Tetanus","2012","0.6","0","0.2"
"Tetanus","2011","0.7","0","0.2"
"Tetanus","2010","0.7","0","0.2"
"Tetanus","2009","0.7","0","0.2"
"Tetanus","2008","0.9","0","0.3"
"Tetanus","2007","1.1","0","0.3"
"Tetanus","2006","1.5","0","0.4"
"Tetanus","2005","1.9","0","0.6"
"Tetanus","2004","2.3","0","0.6"
"Tetanus","2003","2.6","0","0.7"
"Tetanus","2002","2.9","0","0.7"
"Tetanus","2001","3.2","0","0.7"
"Tetanus","2000","3.8","0","0.8"
"Measles","2015","0","1.1","0.7"
"Measles","2014","0","2.7","1.8"
"Measles","2013","0","1.6","1"
"Measles","2012","0","1.5","1"
"Measles","2011","0","9.2","6.4"
"Measles","2010","0","15.4","11.1"
"Measles","2009","0","0.6","0.4"
"Measles","2008","0","0.2","0.1"
"Measles","2007","0","1.3","0.9"
"Measles","2006","0","1.1","0.8"
"Measles","2005","0","0.1","0.1"
"Measles","2004","0","3.4","2.5"
"Measles","2003","0","5","3.7"
"Measles","2002","0","6.6","4.9"
"Measles","2001","0","20.8","16.2"
"Measles","2000","0","20.9","16.4"
"Meningitis/encephalitis","2015","0","4.6","3"
"Meningitis/encephalitis","2014","0","4.4","2.9"
"Meningitis/encephalitis","2013","0","4.6","3.1"
"Meningitis/encephalitis","2012","0","4.5","3"
"Meningitis/encephalitis","2011","0","4.2","2.9"
"Meningitis/encephalitis","2010","0","4.6","3.3"
"Meningitis/encephalitis","2009","0","4.9","3.4"
"Meningitis/encephalitis","2008","0","4.9","3.4"
"Meningitis/encephalitis","2007","0","6.2","4.4"
"Meningitis/encephalitis","2006","0","6.1","4.3"
"Meningitis/encephalitis","2005","0","6","4.3"
"Meningitis/encephalitis","2004","0","5.6","4.1"
"Meningitis/encephalitis","2003","0","5.3","3.9"
"Meningitis/encephalitis","2002","0","4.9","3.7"
"Meningitis/encephalitis","2001","0","4","3.1"
"Meningitis/encephalitis","2000","0","3.9","3.1"
"Malaria","2015","0","19.1","12.5"
"Malaria","2014","0","20.1","13.3"
"Malaria","2013","0","20.6","13.8"
"Malaria","2012","0","20.7","14"
"Malaria","2011","0","19.3","13.5"
"Malaria","2010","0","17.7","12.8"
"Malaria","2009","0","22.4","15.6"
"Malaria","2008","0","24.7","17.3"
"Malaria","2007","0","25.8","18.2"
"Malaria","2006","0","29","20.6"
"Malaria","2005","0","32.5","23.2"
"Malaria","2004","0","34.4","25"
"Malaria","2003","0","36.4","26.8"
"Malaria","2002","0","37.5","28"
"Malaria","2001","0","32.6","25.4"
"Malaria","2000","0","32.9","25.8"
"Acute lower respiratory infections","2015","6.1","22","16.5"
"Acute lower respiratory infections","2014","6.2","21.3","16.2"
"Acute lower respiratory infections","2013","6.3","22.2","16.9"
"Acute lower respiratory infections","2012","6.3","21.9","16.9"
"Acute lower respiratory infections","2011","6.4","20.1","16"
"Acute lower respiratory infections","2010","6.5","19.5","15.9"
"Acute lower respiratory infections","2009","6.5","21.6","17"
"Acute lower respiratory infections","2008","6.6","20.9","16.6"
"Acute lower respiratory infections","2007","6.7","22","17.5"
"Acute lower respiratory infections","2006","6.8","20.9","16.8"
"Acute lower respiratory infections","2005","6.8","19.9","16.2"
"Acute lower respiratory infections","2004","6.8","18.1","15.1"
"Acute lower respiratory infections","2003","6.9","16.9","14.3"
"Acute lower respiratory infections","2002","6.9","16.1","13.7"
"Acute lower respiratory infections","2001","6.8","13.2","11.8"
"Acute lower respiratory infections","2000","6.8","13","11.7"
"Prematurity","2015","28.1","2.8","11.6"
"Prematurity","2014","28","2.6","11.2"
"Prematurity","2013","27.9","2.6","11"
"Prematurity","2012","27.7","2.6","10.7"
"Prematurity","2011","27.5","2.3","9.9"
"Prematurity","2010","27.4","2.1","9.1"
"Prematurity","2009","27.4","2.4","10.1"
"Prematurity","2008","27.7","2.3","10"
"Prematurity","2007","28.5","2","9.8"
"Prematurity","2006","29.9","1.9","10"
"Prematurity","2005","31.1","1.8","10.2"
"Prematurity","2004","31.5","1.6","9.8"
"Prematurity","2003","31.5","1.5","9.4"
"Prematurity","2002","31.4","1.4","9"
"Prematurity","2001","31.8","1.2","7.9"
"Prematurity","2000","31.7","1.2","7.8"
"Birth asphyxia and birth trauma","2015","27.9","1.6","10.7"
"Birth asphyxia and birth trauma","2014","28.2","1.5","10.5"
"Birth asphyxia and birth trauma","2013","28.5","1.5","10.4"
"Birth asphyxia and birth trauma","2012","28.8","1.5","10.4"
"Birth asphyxia and birth trauma","2011","29.2","1.3","9.7"
"Birth asphyxia and birth trauma","2010","29.5","1.2","9.1"
"Birth asphyxia and birth trauma","2009","29.7","1.4","10"
"Birth asphyxia and birth trauma","2008","29.9","1.3","9.9"
"Birth asphyxia and birth trauma","2007","30.1","1.1","9.7"
"Birth asphyxia and birth trauma","2006","30.3","1.1","9.6"
"Birth asphyxia and birth trauma","2005","30.5","1","9.4"
"Birth asphyxia and birth trauma","2004","30.7","0.9","9"
"Birth asphyxia and birth trauma","2003","30.7","0.9","8.7"
"Birth asphyxia and birth trauma","2002","30.6","0.8","8.3"
"Birth asphyxia and birth trauma","2001","30.1","0.7","7.1"
"Birth asphyxia and birth trauma","2000","30.2","0.6","7.1"
"Sepsis and other infectious conditions of the newborn","2015","22","0","7.6"
"Sepsis and other infectious conditions of the newborn","2014","22.1","0","7.4"
"Sepsis and other infectious conditions of the newborn","2013","22.2","0","7.4"
"Sepsis and other infectious conditions of the newborn","2012","22.1","0","7.2"
"Sepsis and other infectious conditions of the newborn","2011","22.1","0","6.6"
"Sepsis and other infectious conditions of the newborn","2010","22","0","6.2"
"Sepsis and other infectious conditions of the newborn","2009","22.2","0","6.8"
"Sepsis and other infectious conditions of the newborn","2008","21.9","0","6.6"
"Sepsis and other infectious conditions of the newborn","2007","21.1","0","6.2"
"Sepsis and other infectious conditions of the newborn","2006","19.6","0","5.7"
"Sepsis and other infectious conditions of the newborn","2005","18.1","0","5.2"
"Sepsis and other infectious conditions of the newborn","2004","17.2","0","4.7"
"Sepsis and other infectious conditions of the newborn","2003","16.9","0","4.4"
"Sepsis and other infectious conditions of the newborn","2002","16.9","0","4.3"
"Sepsis and other infectious conditions of the newborn","2001","16.7","0","3.7"
"Sepsis and other infectious conditions of the newborn","2000","15.9","0","3.4"
"Other communicable, perinatal and nutritional conditions","2015","4.9","13.2","10.3"
"Other communicable, perinatal and nutritional conditions","2014","4.9","12.6","10"
"Other communicable, perinatal and nutritional conditions","2013","4.9","12.3","9.9"
"Other communicable, perinatal and nutritional conditions","2012","5","12.2","9.9"
"Other communicable, perinatal and nutritional conditions","2011","5.1","11","9.2"
"Other communicable, perinatal and nutritional conditions","2010","5.1","9.8","8.5"
"Other communicable, perinatal and nutritional conditions","2009","5.1","11.4","9.5"
"Other communicable, perinatal and nutritional conditions","2008","5.1","10.9","9.2"
"Other communicable, perinatal and nutritional conditions","2007","4.9","9.5","8.1"
"Other communicable, perinatal and nutritional conditions","2006","4.7","9","7.7"
"Other communicable, perinatal and nutritional conditions","2005","4.6","8.5","7.4"
"Other communicable, perinatal and nutritional conditions","2004","4.5","7.6","6.8"
"Other communicable, perinatal and nutritional conditions","2003","4.5","7.2","6.4"
"Other communicable, perinatal and nutritional conditions","2002","4.4","6.8","6.2"
"Other communicable, perinatal and nutritional conditions","2001","4.2","5.6","5.3"
"Other communicable, perinatal and nutritional conditions","2000","4.2","5.4","5.2"
"Congenital anomalies","2015","8.9","4.3","5.9"
"Congenital anomalies","2014","8.5","4.1","5.6"
"Congenital anomalies","2013","8.2","4","5.4"
"Congenital anomalies","2012","7.8","3.9","5.2"
"Congenital anomalies","2011","7.5","3.5","4.7"
"Congenital anomalies","2010","7.1","3.1","4.2"
"Congenital anomalies","2009","6.7","3.5","4.5"
"Congenital anomalies","2008","6.3","3.4","4.3"
"Congenital anomalies","2007","5.9","2.9","3.8"
"Congenital anomalies","2006","5.6","2.7","3.6"
"Congenital anomalies","2005","5.3","2.6","3.4"
"Congenital anomalies","2004","5.1","2.3","3.1"
"Congenital anomalies","2003","4.9","2.1","2.9"
"Congenital anomalies","2002","4.8","2","2.7"
"Congenital anomalies","2001","4.8","1.6","2.3"
"Congenital anomalies","2000","5","1.6","2.3"
"Other noncommunicable diseases","2015","0.1","5","3.3"
"Other noncommunicable diseases","2014","0.1","4.8","3.2"
"Other noncommunicable diseases","2013","0.1","4.6","3.1"
"Other noncommunicable diseases","2012","0.1","4.6","3.1"
"Other noncommunicable diseases","2011","0.1","4.1","2.9"
"Other noncommunicable diseases","2010","0.1","3.6","2.6"
"Other noncommunicable diseases","2009","0.1","4.2","2.9"
"Other noncommunicable diseases","2008","0.1","4","2.8"
"Other noncommunicable diseases","2007","0.1","3.5","2.5"
"Other noncommunicable diseases","2006","0.1","3.2","2.3"
"Other noncommunicable diseases","2005","0.1","3.1","2.2"
"Other noncommunicable diseases","2004","0.1","2.7","2"
"Other noncommunicable diseases","2003","0.1","2.6","1.9"
"Other noncommunicable diseases","2002","0.1","2.4","1.8"
"Other noncommunicable diseases","2001","0.1","2","1.6"
"Other noncommunicable diseases","2000","0.1","1.9","1.5"
"Injuries","2015","0.8","8.9","6.1"
"Injuries","2014","0.8","8.4","5.9"
"Injuries","2013","0.8","8.1","5.7"
"Injuries","2012","0.8","7.9","5.6"
"Injuries","2011","0.8","7.1","5.2"
"Injuries","2010","0.8","6.1","4.7"
"Injuries","2009","0.8","7","5.1"
"Injuries","2008","0.8","6.5","4.8"
"Injuries","2007","0.8","5.6","4.2"
"Injuries","2006","0.7","5.1","3.8"
"Injuries","2005","0.7","4.7","3.6"
"Injuries","2004","0.7","4.1","3.2"
"Injuries","2003","0.7","3.7","2.9"
"Injuries","2002","0.7","3.3","2.7"
"Injuries","2001","0.7","2.6","2.2"
"Injuries","2000","0.8","2.5","2.1"
